Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
915.31934,-3.22808E-5,2.65335E-10,2.84935E-9,-2.58401E-9
916.39258,-1.00016,-4.97313E-10,2.39527E-9,-2.89259E-9
917.03613,-2.00013,-9.79027E-10,2.43314E-9,-3.41216E-9
917.67676,-3.00151,-1.42114E-9,2.79259E-9,-4.21374E-9
919.56152,-4.00134,-1.77306E-9,2.69800E-9,-4.47106E-9
921.44922,-5.00152,-2.13428E-9,2.72638E-9,-4.86066E-9
923.32715,-6.00161,-2.50942E-9,-1.16818E-9,-1.34124E-9
924.38184,-7.00141,-2.93837E-9,-1.10158E-9,-1.83679E-9
925.02637,-8.00154,-3.37216E-9,-9.76169E-10,-2.39599E-9
925.67285,-9.00167,-3.77503E-9,-1.13063E-9,-2.64439E-9
926.31445,-10.00140,-4.29996E-9,-1.06069E-9,-3.23927E-9
926.95605,-11.00149,-4.58544E-9,-9.86495E-10,-3.59894E-9
927.59863,-12.00162,-4.98894E-9,-9.18267E-10,-4.07068E-9
928.24023,-13.00137,-5.39685E-9,-9.28429E-10,-4.46842E-9
928.88184,-14.00142,-5.74688E-9,-9.49309E-10,-4.79757E-9
929.52539,-15.00123,-6.16681E-9,-8.77782E-10,-5.28903E-9
930.16797,-16.00126,-6.57606E-9,-1.02470E-9,-5.55136E-9
930.81152,-17.00134,-6.98634E-9,-1.13938E-9,-5.84696E-9
931.45508,-18.00105,-7.33776E-9,-1.10571E-9,-6.23204E-9
932.09570,-19.00112,-7.75398E-9,-8.96153E-10,-6.85783E-9
932.73828,-20.00125,-8.18006E-9,-1.01219E-9,-7.16787E-9
933.37793,-21.00098,-8.58490E-9,-1.07914E-9,-7.50577E-9
934.02441,-22.06931,-8.69322E-9,-4.69342E-10,-8.22387E-9
934.66504,-23.07422,-9.49448E-9,2.08311E-9,-1.15776E-8
935.30664,-24.06331,-1.00380E-8,2.01690E-9,-1.20549E-8
935.95117,-25.06902,-9.95017E-9,-1.00466E-9,-8.94550E-9
936.60059,-26.07592,-1.05464E-8,-8.17320E-10,-9.72905E-9
937.24805,-27.06005,-1.10052E-8,-8.50029E-10,-1.01551E-8
937.89355,-28.06642,-1.15889E-8,2.71151E-10,-1.18601E-8
938.53613,-29.07427,-1.19325E-8,2.52774E-9,-1.44602E-8
940.00488,-30.06332,-1.22845E-8,2.04528E-9,-1.43298E-8
941.06543,-31.06882,-1.21480E-8,1.96016E-9,-1.41082E-8
941.70996,-32.07439,-1.26692E-8,-9.94526E-10,-1.16747E-8
942.35156,-33.06315,-1.29299E-8,-8.61351E-10,-1.20685E-8
