Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
2336.60254,0.21100,0.00000,0.00000,7.27605E-5
2336.91211,-1.64644,4.25141E-10,1.59225E+6,6.98519E-5
2337.55371,2.11000,3.79491E-10,2.29536E+6,6.98212E-5
2338.19727,-3.37054,3.56496E-10,2.21096E+6,5.94148E-5
2338.84082,-4.36064,3.33563E-10,2.64544E+6,5.93247E-5
2339.48047,-5.35301,3.15803E-10,3.01708E+6,5.93778E-5
2340.12207,-6.34306,3.01266E-10,3.33526E+6,5.90907E-5
2340.76465,-7.33741,2.88874E-10,3.62898E+6,5.91480E-5
2341.40430,-8.33236,2.77930E-10,3.90821E+6,5.90374E-5
2342.04688,-9.33254,2.68114E-10,4.19654E+6,5.91211E-5
2342.69043,-10.32775,2.59079E-10,4.49372E+6,5.89743E-5
2343.33203,-11.32720,2.50597E-10,4.80337E+6,5.90826E-5
2343.97363,-12.32957,2.42488E-10,5.14470E+6,5.89639E-5
2344.62500,-13.32926,2.34559E-10,5.51354E+6,5.90905E-5
2345.26660,-14.32767,2.26658E-10,5.95805E+6,5.90631E-5
2345.90625,-15.32692,2.18591E-10,6.46222E+6,5.90912E-5
2346.54688,-16.32525,2.10084E-10,7.14961E+6,5.89200E-5
2347.18750,-17.32809,2.00737E-10,8.06068E+6,5.90243E-5
2347.83203,-18.32875,1.89766E-10,9.47926E+6,5.89922E-5
2348.47656,-19.33274,1.75066E-10,9.57297E+6,5.89627E-5
2349.11914,-20.33564,1.38211E-10,7.09449E+6,5.91630E-5
2349.79688,-21.33427,6.75505E-11,-1.36265E+9,5.90642E-5
2350.47070,-22.05453,2.89063E-11,-7.53582E+6,5.98202E-5
2351.14648,-23.06155,1.33108E-11,5.15301E+8,5.96922E-5
2351.82227,-24.04464,1.32197E-11,4.84390E+8,5.98445E-5
2352.46289,-25.04586,1.31718E-11,6.19501E+8,5.98729E-5
2353.10156,-26.05821,1.31389E-11,5.25297E+8,5.96233E-5
2353.74316,-27.05972,1.31119E-11,5.61088E+8,5.96689E-5
2354.38770,-28.05988,1.30909E-11,5.14398E+8,5.98655E-5
2355.03223,-29.06995,1.30820E-11,5.02535E+8,5.98225E-5
2355.67383,-30.04968,1.30723E-11,4.16174E+8,5.98380E-5
2356.31445,-31.04828,1.30573E-11,3.85848E+8,5.98555E-5
2356.96875,-32.06424,1.30391E-11,6.95691E+8,5.97962E-5
2357.60938,-33.04280,1.30259E-11,5.10014E+8,5.97923E-5
2358.24902,-34.06100,1.30245E-11,5.02585E+8,5.96964E-5
2358.88965,-35.04921,1.30171E-11,4.57671E+8,5.97161E-5
2359.54004,-36.05984,1.30073E-11,5.55913E+8,5.98744E-5
2360.18457,-37.05865,1.30002E-11,4.13145E+8,5.99043E-5
2360.82715,-38.05743,1.29934E-11,5.38634E+8,5.98688E-5
2361.47070,-39.06697,1.29945E-11,5.56077E+8,5.98574E-5
