Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
4423.11523,-2.71278E-5,9.58736E-10,2.82506E-9,-1.86633E-9
4424.19336,-1.00016,5.31655E-10,2.92494E-9,-2.39328E-9
4424.83496,-2.00013,4.30590E-10,4.53436E-9,-4.10377E-9
4425.47754,-3.00159,3.05173E-10,2.81602E-9,-2.51085E-9
4427.36133,-4.00139,2.05345E-10,4.10595E-9,-3.90061E-9
4428.00293,-5.00161,1.22690E-10,3.05491E-9,-2.93222E-9
4429.88379,-6.00167,2.29608E-11,3.04282E-9,-3.01986E-9
4431.77051,-7.00149,-6.65837E-11,4.19964E-9,-4.26622E-9
4432.41699,-8.00159,-1.30591E-10,-2.89533E-9,2.76474E-9
4433.05762,-9.00170,-2.13804E-10,4.15407E-9,-4.36787E-9
4433.70117,-10.00142,-3.02859E-10,3.02430E-9,-3.32716E-9
4435.58594,-11.00152,-3.42560E-10,4.20779E-9,-4.55035E-9
4436.22656,-12.00163,-4.03993E-10,2.90723E-9,-3.31123E-9
4438.11133,-13.00140,-4.64088E-10,4.30599E-9,-4.77008E-9
4438.75195,-14.00146,-5.34035E-10,3.02786E-9,-3.56190E-9
4440.63672,-15.00126,-5.82499E-10,4.09589E-9,-4.67839E-9
4441.28125,-16.00129,-6.49178E-10,-3.24189E-9,2.59271E-9
4441.92578,-17.00144,-7.14426E-10,4.19352E-9,-4.90795E-9
4442.56738,-18.00110,-7.98430E-10,4.36869E-9,-5.16712E-9
4443.20703,-19.00115,-8.63821E-10,-3.26920E-9,2.40538E-9
4443.84961,-20.00131,-9.59808E-10,4.19996E-9,-5.15976E-9
4444.49219,-21.00097,-1.02555E-9,2.86800E-9,-3.89354E-9
4446.37598,-22.07179,-1.20420E-9,3.96384E-9,-5.16804E-9
4447.02051,-23.07735,-1.32108E-9,-3.27972E-9,1.95864E-9
4447.66504,-24.06512,-8.49069E-10,4.43078E-9,-5.27985E-9
4448.30762,-25.07034,-1.10851E-9,3.26545E-9,-4.37396E-9
4448.95117,-26.07796,-1.47463E-9,-3.29863E-9,1.82400E-9
4449.59375,-27.06117,-1.54745E-9,4.33605E-9,-5.88350E-9
4450.23633,-28.07046,-1.58388E-9,2.94819E-9,-4.53207E-9
4452.11621,-29.07612,-1.49072E-9,3.06412E-9,-4.55485E-9
4454.00293,-30.06380,-1.14673E-9,4.16366E-9,-5.31039E-9
4454.64551,-31.07028,-1.38538E-9,-3.27971E-9,1.89433E-9
4455.29004,-32.07513,-1.67319E-9,4.24014E-9,-5.91333E-9
4455.93359,-33.06269,-1.90219E-9,4.24702E-9,-6.14921E-9
4456.58105,-34.07104,-1.62319E-9,-3.51618E-9,1.89299E-9
4457.22168,-35.07538,-1.39662E-9,4.23331E-9,-5.62992E-9
4457.86426,-36.06459,-1.78759E-9,3.02731E-9,-4.81490E-9
4459.74512,-37.07111,-2.01273E-9,2.54676E-9,-4.55949E-9
4460.38965,-38.07770,-2.00065E-9,-3.49726E-9,1.49661E-9
4461.03125,-39.08478,-1.86744E-9,4.34335E-9,-6.21079E-9
4461.67480,-40.07187,-1.69695E-9,2.90839E-9,-4.60534E-9
4463.56348,-41.07450,-1.72185E-9,4.30685E-9,-6.02870E-9
4464.20703,-42.08395,-1.87610E-9,-3.40267E-9,1.52657E-9
