Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
4286.52246,0.21100,0.00000,0.00000,7.30063E-5
4286.82813,-1.61995,4.23449E-10,427610.00000,6.94953E-5
4287.47070,2.11000,3.77519E-10,555018.00000,6.94248E-5
4288.11133,-3.33381,3.55179E-10,628037.00000,5.89675E-5
4288.75098,-4.33324,3.32178E-10,718936.00000,5.88898E-5
4289.40430,-5.33290,3.14505E-10,797722.00000,5.89010E-5
4290.05566,-6.33626,3.00137E-10,873542.00000,5.89952E-5
4290.69629,-7.33342,2.87953E-10,942118.00000,5.89448E-5
4291.34180,-8.33480,2.77246E-10,1.01179E+6,5.90740E-5
4291.98828,-9.33498,2.67642E-10,1.08166E+6,5.89572E-5
4292.63965,-10.33481,2.58813E-10,1.15259E+6,5.89195E-5
4293.28223,-11.33492,2.50592E-10,1.23182E+6,5.90213E-5
4293.92773,-12.33787,2.42697E-10,1.31099E+6,5.90768E-5
4294.56934,-13.33700,2.34972E-10,1.40309E+6,5.90883E-5
4295.21582,-14.33878,2.27297E-10,1.50463E+6,5.90104E-5
4295.85645,-15.34218,2.19503E-10,1.61168E+6,5.89521E-5
4296.50586,-16.34223,2.11299E-10,1.75480E+6,5.89737E-5
4297.15234,-17.33933,2.02423E-10,1.93087E+6,5.90765E-5
4297.80273,-18.33899,1.92233E-10,2.17703E+6,5.90578E-5
4298.44336,-19.34113,1.79232E-10,2.57674E+6,5.91200E-5
4299.09082,-20.34239,1.56875E-10,2.68247E+6,5.92152E-5
4299.73535,-21.33884,8.97401E-11,3.66171E+6,5.91295E-5
4300.41113,-22.05070,3.13997E-11,3.86040E+6,5.99363E-5
4301.08105,-23.07589,1.00168E-11,-6.06577E+8,5.99338E-5
4301.72070,-24.05334,9.88921E-12,-2.83455E+9,6.00147E-5
4302.36914,-25.05697,9.82693E-12,-4.73252E+8,5.99133E-5
4303.00977,-26.06887,9.79693E-12,-4.34739E+8,5.98821E-5
4303.65625,-27.06241,9.78633E-12,-1.36950E+9,6.00377E-5
