Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
733.87402,-2.71285E-5,1.48972E-10,1.54732E-9,-1.39835E-9
736.18652,-1.00016,-5.25770E-10,1.23262E-9,-1.75839E-9
737.24414,-2.00013,-9.21988E-10,-1.56776E-9,6.45773E-10
737.88477,-3.00158,-1.33885E-9,-1.40694E-9,6.80875E-11
738.52539,-4.00144,-1.73353E-9,-1.50154E-9,-2.31991E-10
739.16895,-5.00159,-2.13362E-9,-1.45424E-9,-6.79378E-10
739.81250,-6.00167,-2.47137E-9,-1.71911E-9,-7.52259E-10
740.45313,-7.00149,-2.86457E-9,-1.58668E-9,-1.27789E-9
741.09473,-8.00157,-3.21837E-9,-1.78534E-9,-1.43303E-9
741.73633,-9.00171,-3.58008E-9,-1.53938E-9,-2.04071E-9
742.37891,-10.00144,-3.93720E-9,-1.72858E-9,-2.20862E-9
743.01953,-11.00156,-4.29847E-9,-1.72858E-9,-2.56989E-9
743.66016,-12.00166,-4.65409E-9,-1.71912E-9,-2.93497E-9
744.30176,-13.00140,-5.01205E-9,-1.68128E-9,-3.33077E-9
744.94238,-14.00147,-5.35921E-9,-1.74750E-9,-3.61171E-9
745.58496,-15.00127,-5.71964E-9,-1.71912E-9,-4.00052E-9
746.22559,-16.00129,-6.07156E-9,-1.74750E-9,-4.32406E-9
746.86816,-17.00141,-6.41505E-9,-1.71912E-9,-4.69593E-9
747.50977,-18.00111,-6.77225E-9,-1.84209E-9,-4.93015E-9
748.15137,-19.00116,-7.11709E-9,-1.69074E-9,-5.42635E-9
748.79199,-20.00130,-7.46173E-9,-1.74750E-9,-5.71424E-9
749.43945,-21.00102,-7.81469E-9,-1.83264E-9,-5.98206E-9
750.08008,-22.07201,-8.47412E-9,-1.87993E-9,-6.59419E-9
750.72168,-23.07896,-8.83487E-9,8.41155E-10,-9.67603E-9
751.36426,-24.06516,-8.78731E-9,1.78776E-9,-1.05751E-8
752.83105,-25.07055,-9.31764E-9,2.86798E-9,-1.21856E-8
753.47070,-26.07710,-9.58551E-9,2.89381E-9,-1.24793E-8
754.11328,-27.06411,-1.01339E-8,3.04321E-9,-1.31772E-8
754.75781,-28.06872,-9.86336E-9,2.84907E-9,-1.27124E-8
755.39941,-29.07630,-1.05299E-8,-1.82317E-9,-8.70676E-9
756.45313,-30.06538,-1.11442E-8,-1.93669E-9,-9.20754E-9
757.09766,-31.07048,-1.10605E-8,-1.87047E-9,-9.19001E-9
757.74219,-32.07539,-1.17402E-8,-1.72858E-9,-1.00116E-8
758.38281,-33.06557,-1.20601E-8,5.99493E-10,-1.26596E-8
759.02344,-34.06935,-1.22027E-8,1.58361E-9,-1.37863E-8
760.49121,-35.07930,-1.28010E-8,2.86387E-9,-1.56648E-8
