Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
2006.78125,-2.50478E-5,9.36375E-11,1.85130E-9,-1.75766E-9
2009.09375,-1.00016,-5.63540E-10,-1.74737E-9,1.18383E-9
2010.14941,-2.00013,-9.50996E-10,-1.88926E-9,9.38266E-10
2010.79004,-3.00161,-1.37855E-9,-1.87980E-9,5.01252E-10
2011.43164,-4.00143,-1.74917E-9,-1.92710E-9,1.77929E-10
2012.07324,-5.00161,-2.11995E-9,-2.02170E-9,-9.82512E-11
2012.71191,-6.00170,-2.49988E-9,-1.87981E-9,-6.20076E-10
2013.35547,-7.00151,-2.88762E-9,-1.90818E-9,-9.79442E-10
2013.99902,-8.00159,-3.24158E-9,-1.85142E-9,-1.39016E-9
2014.64258,-9.00173,-3.58394E-9,-2.05954E-9,-1.52440E-9
2015.28809,-10.00146,-3.93494E-9,-2.02170E-9,-1.91324E-9
2015.92969,-11.00158,-4.30836E-9,-1.96494E-9,-2.34342E-9
2016.56934,-12.00169,-4.68408E-9,-1.89872E-9,-2.78536E-9
2017.21582,-13.00143,-5.04855E-9,-1.97440E-9,-3.07415E-9
2017.85449,-14.00150,-5.39678E-9,-2.00279E-9,-3.39399E-9
2018.49512,-15.00130,-5.83694E-9,-1.90661E-9,-3.93033E-9
2019.13672,-16.00134,-6.19352E-9,-2.00278E-9,-4.19074E-9
2019.77832,-17.00142,-6.53117E-9,-2.07846E-9,-4.45271E-9
2020.42188,-18.00118,-6.88566E-9,2.00342E-9,-8.88908E-9
2021.88867,-19.00123,-7.18440E-9,3.24754E-9,-1.04319E-8
2022.52930,-20.00131,-7.58864E-9,3.28545E-9,-1.08741E-8
2023.17285,-21.00107,-7.96328E-9,-2.15408E-9,-5.80921E-9
2023.81348,-22.07358,-8.04204E-9,-2.15406E-9,-5.88797E-9
2024.45703,-23.07833,-9.00827E-9,-2.06894E-9,-6.93932E-9
2025.09863,-24.06634,-9.03104E-9,-2.09109E-9,-6.93994E-9
2025.74316,-25.07365,-9.63840E-9,3.11412E-9,-1.27525E-8
2026.38574,-26.07956,-9.69406E-9,3.01543E-9,-1.27095E-8
2027.02637,-27.06415,-9.70344E-9,3.15821E-9,-1.28617E-8
2027.66699,-28.07103,-1.03307E-8,2.11239E-9,-1.24431E-8
2029.54590,-29.07858,-1.06736E-8,3.20703E-9,-1.38806E-8
2030.19141,-30.06601,-1.07136E-8,3.17018E-9,-1.38838E-8
2030.83203,-31.07251,-1.15461E-8,-2.08792E-9,-9.45815E-9
2031.89648,-32.07612,-1.15151E-8,-2.09738E-9,-9.41773E-9
2032.53711,-33.06555,-1.23477E-8,2.00710E-9,-1.43548E-8
2034.00879,-34.07148,-1.23641E-8,3.04796E-9,-1.54121E-8
2034.65137,-35.07692,-1.23189E-8,3.19359E-9,-1.55125E-8
2035.29395,-36.06958,-1.33624E-8,1.84815E-9,-1.52105E-8
2037.17871,-37.07251,-1.32251E-8,3.15079E-9,-1.63759E-8
2037.81934,-38.08053,-1.39104E-8,3.34706E-9,-1.72575E-8
2038.46191,-39.08714,-1.38646E-8,2.00913E-9,-1.58737E-8
2040.34082,-40.07446,-1.38268E-8,3.01670E-9,-1.68435E-8
2040.98438,-41.07949,-1.48246E-8,3.21959E-9,-1.80441E-8
2041.62598,-42.08530,-1.46704E-8,-2.00278E-9,-1.26677E-8
2042.68066,-43.07589,-1.55145E-8,2.15149E-9,-1.76660E-8
2044.14648,-44.07961,-1.55062E-8,3.04062E-9,-1.85468E-8
2044.78516,-45.08741,-1.58742E-8,3.30826E-9,-1.91825E-8
2045.43164,-46.07244,-1.60054E-8,-2.33379E-9,-1.36716E-8
2046.07422,-47.07825,-1.69063E-8,-2.36215E-9,-1.45442E-8
2046.71680,-48.08650,-1.67869E-8,-2.12569E-9,-1.46612E-8
2047.35840,-49.07437,-1.71537E-8,1.90239E-9,-1.90561E-8
2049.24609,-50.07969,-1.72709E-8,3.25977E-9,-2.05306E-8
2049.89551,-51.08530,-1.80941E-8,3.25386E-9,-2.13480E-8
2050.53809,-52.07137,-1.82489E-8,3.14500E-9,-2.13939E-8
2051.18164,-53.07645,-1.85127E-8,-2.15407E-9,-1.63587E-8
2051.82617,-54.08577,-1.89613E-8,-2.23919E-9,-1.67221E-8
2052.46777,-55.07288,-1.90849E-8,-2.19190E-9,-1.68930E-8
2053.10840,-56.07801,-1.95178E-8,1.90150E-9,-2.14193E-8
2054.99707,-57.08796,-1.97575E-8,3.15366E-9,-2.29112E-8
2055.63770,-58.07398,-2.05913E-8,3.24638E-9,-2.38377E-8
2056.28125,-59.07886,-2.04645E-8,1.90941E-9,-2.23739E-8
2058.16211,-60.08501,-2.12600E-8,3.08941E-9,-2.43494E-8
2058.80664,-61.07143,-2.11470E-8,3.13649E-9,-2.42835E-8
2059.44824,-62.07962,-2.21246E-8,-2.26758E-9,-1.98571E-8
2060.08789,-63.08485,-2.25446E-8,-2.46619E-9,-2.00784E-8
