Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
114.72461,-2.74267E-5,5.38949E-11,1.98698E-9,-1.93309E-9
116.21387,-1.00016,-6.66068E-10,-7.73705E-10,1.07637E-10
116.85938,-2.00013,-1.11516E-9,-8.96687E-10,-2.18471E-10
117.50195,-3.00150,-1.56980E-9,-9.25066E-10,-6.44730E-10
118.14453,-4.00131,-2.02651E-9,-9.62908E-10,-1.06360E-9
118.78320,-5.00154,-2.48441E-9,-1.12373E-9,-1.36068E-9
119.42480,-6.00160,-2.92529E-9,-9.91282E-10,-1.93400E-9
120.06738,-7.00142,-3.37651E-9,-1.19941E-9,-2.17710E-9
120.71289,-8.00152,-3.84139E-9,-9.81821E-10,-2.85956E-9
121.35645,-9.00164,-4.30286E-9,-1.04804E-9,-3.25481E-9
121.99902,-10.00136,-4.76229E-9,-1.09534E-9,-3.66695E-9
122.64258,-11.00149,-5.23227E-9,-1.08588E-9,-4.14639E-9
123.28223,-12.00159,-5.69320E-9,-1.04804E-9,-4.64516E-9
123.92285,-13.00135,-6.14541E-9,-9.53431E-10,-5.19198E-9
124.56543,-14.00142,-6.59307E-9,-1.08587E-9,-5.50720E-9
125.20508,-15.00122,-7.03924E-9,-1.15210E-9,-5.88714E-9
125.84668,-16.00126,-7.48383E-9,-1.30346E-9,-6.18037E-9
126.48926,-17.00135,-7.92822E-9,-1.18993E-9,-6.73829E-9
127.13281,-18.00105,-8.39245E-9,-1.20885E-9,-7.18360E-9
127.77637,-19.00118,-8.88751E-9,-1.29399E-9,-7.59352E-9
128.41895,-20.00124,-9.33217E-9,-1.33183E-9,-8.00033E-9
129.06250,-21.00099,-9.84325E-9,-1.21830E-9,-8.62494E-9
129.70508,-22.06815,-1.04951E-8,-1.36021E-9,-9.13484E-9
130.34863,-23.07157,-1.04975E-8,-1.24668E-9,-9.25084E-9
130.99121,-24.05966,-1.10737E-8,-1.34129E-9,-9.73241E-9
131.63281,-25.06764,-1.16206E-8,-1.29399E-9,-1.03266E-8
132.27441,-26.07264,-1.22296E-8,-1.24668E-9,-1.09829E-8
132.91602,-27.05883,-1.28281E-8,-1.39805E-9,-1.14300E-8
133.55664,-28.06572,-1.33582E-8,-1.35074E-9,-1.20075E-8
134.19727,-29.07419,-1.38372E-8,-1.30344E-9,-1.25338E-8
134.83984,-30.06056,-1.42765E-8,-1.36966E-9,-1.29069E-8
135.48145,-31.06650,-1.44933E-8,-1.21829E-9,-1.32750E-8
136.13281,-32.07077,-1.45700E-8,1.28250E-9,-1.58525E-8
137.60156,-33.05870,-1.49782E-8,2.15501E-9,-1.71332E-8
138.24414,-34.06481,-1.51117E-8,1.18753E-9,-1.62992E-8
140.12793,-35.07132,-1.54411E-8,1.12159E-9,-1.65627E-8
142.01172,-36.06228,-1.60974E-8,1.29113E-9,-1.73885E-8
143.89551,-37.06773,-1.64686E-8,1.21894E-9,-1.76876E-8
145.77930,-38.07325,-1.68166E-8,1.12550E-9,-1.79421E-8
147.65918,-39.08110,-1.67711E-8,2.29298E-9,-1.90641E-8
148.30078,-40.06860,-1.71411E-8,2.29812E-9,-1.94392E-8
148.93848,-41.06929,-1.80360E-8,2.44077E-9,-2.04767E-8
149.58105,-42.07827,-1.83035E-8,2.27324E-9,-2.05768E-8
150.22266,-43.06906,-1.84826E-8,1.11774E-9,-1.96003E-8
152.11133,-44.07302,-1.91649E-8,1.26631E-9,-2.04312E-8
153.99609,-45.08071,-1.89682E-8,1.27637E-9,-2.02446E-8
155.88281,-46.06651,-1.97873E-8,1.13041E-9,-2.09177E-8
157.76855,-47.07391,-2.00712E-8,1.10978E-9,-2.11809E-8
159.65332,-48.08013,-2.03699E-8,1.14862E-9,-2.15185E-8
161.54004,-49.06820,-2.08160E-8,1.29183E-9,-2.21078E-8
163.41895,-50.07393,-2.12679E-8,2.34709E-9,-2.36150E-8
164.06250,-51.07972,-2.18469E-8,2.30453E-9,-2.41514E-8
164.70410,-52.06857,-2.19544E-8,2.28627E-9,-2.42407E-8
165.34570,-53.07104,-2.24152E-8,1.22418E-9,-2.36393E-8
167.23242,-54.07926,-2.23440E-8,1.07604E-9,-2.34200E-8
169.11621,-55.06725,-2.29062E-8,1.23406E-9,-2.41403E-8
