Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
1974.14453,0.21100,0.00000,0.00000,4.53630E-6
1974.45508,-0.97015,4.81552E-10,2.70236E+6,-7.52458E-8
1975.11328,-1.58133,4.12262E-10,2.36133E+6,-1.97269E-6
1975.79102,-2.40747,3.75870E-10,2.44563E+6,-1.82371E-6
1976.44238,-3.33616,3.48164E-10,2.93983E+6,-2.11620E-6
1977.09277,-4.31405,3.27369E-10,3.23871E+6,-2.18000E-6
1977.74316,-5.30293,3.10834E-10,3.55443E+6,-2.17361E-6
1978.39551,-6.29617,2.97193E-10,3.89883E+6,-2.20248E-6
1979.04492,-7.27352,2.85528E-10,4.25450E+6,-2.28084E-6
1979.69727,-8.25760,2.75259E-10,4.63595E+6,-2.29839E-6
1980.34766,-9.23113,2.66027E-10,5.03894E+6,-2.41948E-6
1980.99902,-10.19623,2.57510E-10,5.46974E+6,-2.51288E-6
1981.64941,-11.15850,2.49513E-10,5.88234E+6,-2.61203E-6
1982.29980,-12.11969,2.41760E-10,6.35771E+6,-2.73401E-6
1982.94922,-13.08609,2.34128E-10,6.89334E+6,-2.85698E-6
1983.59668,-14.06334,2.26411E-10,7.41942E+6,-2.94816E-6
1984.24707,-15.04618,2.18426E-10,8.12832E+6,-2.96519E-6
1984.89941,-16.04057,2.09949E-10,8.87361E+6,-3.01899E-6
1985.55078,-17.02560,2.00598E-10,9.84590E+6,-3.00436E-6
1986.20117,-18.02011,1.89546E-10,1.06751E+7,-3.04642E-6
1986.85352,-19.01889,1.74553E-10,9.94693E+6,-3.03064E-6
1987.50488,-20.01227,1.34557E-10,1.02770E+7,-3.02683E-6
1988.19238,-20.38547,1.46578E-10,5.63881E+6,-4.22075E-8
1988.87988,-20.34495,1.33937E-10,6.30703E+6,-8.02966E-7
1989.56445,-20.67652,1.00625E-10,-6.44758E+7,-1.28247E-6
1990.25000,-21.20930,5.95723E-11,-8.91599E+7,-1.62642E-6
1990.93652,-21.87391,2.12538E-11,-5.71015E+6,-1.85561E-6
1991.62305,-22.60309,1.33552E-11,7.39616E+8,-2.03594E-6
1992.30273,-23.39178,1.32496E-11,6.14998E+8,-2.20168E-6
1992.95508,-24.19356,1.32040E-11,1.17226E+9,-2.38720E-6
1993.60840,-25.02791,1.31840E-11,6.62291E+8,-2.46697E-6
1994.26172,-25.88972,1.31514E-11,7.72087E+8,-2.60975E-6
1994.91309,-26.77021,1.31316E-11,1.01781E+9,-2.66348E-6
1995.56543,-27.66753,1.31024E-11,1.11659E+9,-2.76918E-6
1996.21875,-28.59118,1.30920E-11,7.87756E+8,-2.79398E-6
1996.87109,-29.52785,1.30834E-11,9.27053E+8,-2.85469E-6
1997.52344,-30.45278,1.30711E-11,6.07422E+8,-2.92193E-6
1998.17480,-31.41629,1.30583E-11,5.74958E+8,-2.95789E-6
1998.82520,-32.37573,1.30526E-11,1.00984E+9,-2.95790E-6
1999.47559,-33.33587,1.30539E-11,1.10052E+9,-2.98158E-6
2000.12500,-34.31116,1.30371E-11,8.36948E+8,-3.00443E-6
2000.77637,-35.28809,1.30291E-11,6.66510E+8,-3.04264E-6
2001.42676,-36.26822,1.30211E-11,7.77574E+8,-3.02474E-6
2002.08008,-37.24918,1.30223E-11,1.08961E+9,-3.02551E-6
2002.72949,-38.23888,1.30113E-11,1.89527E+9,-3.05031E-6
2003.38184,-39.23052,1.30096E-11,9.53410E+8,-3.07214E-6
2004.03320,-40.21758,1.29899E-11,8.99587E+8,-3.04829E-6
2004.68457,-41.20297,1.29860E-11,7.05420E+8,-3.06445E-6
2005.33789,-42.20016,1.29935E-11,8.10929E+8,-3.06595E-6
2005.98926,-43.19474,1.29804E-11,7.33959E+8,-3.09422E-6
2006.64258,-44.18300,1.29759E-11,5.61295E+8,-3.09150E-6
2007.29395,-45.18018,1.29649E-11,9.11971E+8,-3.10066E-6
2007.94238,-46.17098,1.29738E-11,5.66519E+8,-3.07235E-6
2008.59180,-47.15872,1.29568E-11,7.03528E+8,-3.07049E-6
2009.24219,-48.15143,1.29625E-11,6.54929E+8,-3.10083E-6
2009.89355,-49.15164,1.29535E-11,1.38528E+9,-3.10491E-6
2010.54590,-50.15066,1.29557E-11,1.02571E+9,-3.06911E-6
2011.19922,-51.15485,1.29465E-11,8.98551E+8,-3.07731E-6
2011.85254,-52.14340,1.29486E-11,8.83562E+8,-3.07966E-6
2012.50391,-53.13757,1.29467E-11,7.95684E+8,-3.08037E-6
2013.15527,-54.13693,1.29417E-11,5.91185E+8,-3.10188E-6
2013.80566,-55.13375,1.29445E-11,7.48371E+8,-3.09120E-6
2014.45801,-56.12382,1.29312E-11,5.81610E+8,-3.07612E-6
2015.10840,-57.12155,1.29371E-11,1.07504E+9,-3.09233E-6
2015.76074,-58.12200,1.29209E-11,4.92219E+8,-3.08754E-6
2016.41113,-59.11985,1.29241E-11,1.25330E+9,-3.10554E-6
2017.06055,-60.10984,1.29192E-11,7.62186E+8,-3.09529E-6
2017.71191,-61.10997,1.29214E-11,9.22803E+8,-3.09031E-6
2018.36133,-62.10208,1.29154E-11,1.15467E+9,-3.07437E-6
2019.01270,-63.10677,1.29122E-11,1.02811E+9,-3.07673E-6
2019.66309,-64.09955,1.29083E-11,6.80191E+8,-3.07958E-6
2020.31543,-65.10247,1.29027E-11,1.13963E+9,-3.09390E-6
2020.96680,-66.08875,1.29127E-11,7.41644E+8,-3.08005E-6
2021.61914,-67.09211,1.29016E-11,1.12008E+9,-3.11006E-6
2022.27051,-68.08312,1.28994E-11,9.90436E+8,-3.07864E-6
2022.92090,-69.08379,1.28885E-11,5.92088E+8,-3.09605E-6
2023.57227,-70.07862,1.28931E-11,8.61135E+8,-3.10426E-6
2024.22461,-71.07581,1.28910E-11,7.20516E+8,-3.09890E-6
2024.87695,-72.07295,1.28877E-11,8.43432E+8,-3.07580E-6
2025.52637,-73.07529,1.28902E-11,8.78008E+8,-3.07464E-6
2026.17676,-74.06417,1.28859E-11,5.96377E+8,-3.10038E-6
