Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
3260.68945,-2.64351E-5,8.45806E-11,2.62529E-9,-2.54071E-9
3261.76172,-1.00016,-1.50491E-10,3.89935E-9,-4.04984E-9
3262.40137,-2.00012,-2.06379E-10,-2.93929E-9,2.73291E-9
3263.04199,-3.00152,-2.82415E-10,-2.82088E-9,2.53846E-9
3263.68262,-4.00136,-3.39343E-10,2.85539E-9,-3.19474E-9
3265.56836,-5.00158,-3.81768E-10,3.94895E-9,-4.33072E-9
3266.21289,-6.00164,-4.33795E-10,-2.91091E-9,2.47712E-9
3266.85645,-7.00143,-4.87802E-10,2.92940E-9,-3.41720E-9
3268.74219,-8.00154,-5.29681E-10,4.16768E-9,-4.69736E-9
3269.38770,-9.00168,-5.79928E-10,-2.67269E-9,2.09276E-9
3270.02832,-10.00141,-6.43982E-10,3.96381E-9,-4.60779E-9
3270.67090,-11.00154,-7.10863E-10,4.17347E-9,-4.88433E-9
3271.31250,-12.00163,-7.46602E-10,-3.26088E-9,2.51428E-9
3271.95410,-13.00138,-7.99817E-10,3.02942E-9,-3.82923E-9
3273.83398,-14.00143,-8.07092E-10,2.63182E-9,-3.43891E-9
3274.47559,-15.00124,-8.66299E-10,-2.14490E-9,1.27860E-9
3275.11719,-16.00132,-9.32486E-10,4.18813E-9,-5.12062E-9
3275.75781,-17.00139,-9.93570E-10,2.86127E-9,-3.85484E-9
3277.63574,-18.00109,-9.96489E-10,2.71699E-9,-3.71348E-9
3278.27832,-19.00115,-1.05391E-9,-3.17891E-9,2.12499E-9
3278.91895,-20.00128,-1.12723E-9,4.09103E-9,-5.21826E-9
3279.55957,-21.00099,-1.19292E-9,2.89871E-9,-4.09162E-9
3281.43945,-22.07094,-1.21702E-9,2.01706E-9,-3.23408E-9
3282.08008,-23.07539,-1.37633E-9,-3.01496E-9,1.63863E-9
3282.72461,-24.06264,-1.35282E-9,3.99098E-9,-5.34380E-9
3283.36914,-25.06949,-1.47657E-9,4.26103E-9,-5.73760E-9
3284.01270,-26.07560,-1.35014E-9,-3.27980E-9,1.92966E-9
3284.65918,-27.06188,-1.34895E-9,3.13735E-9,-4.48631E-9
3285.30273,-28.07014,-1.28727E-9,4.29561E-9,-5.58288E-9
3285.94922,-29.07582,-1.56825E-9,-3.09063E-9,1.52238E-9
3286.59180,-30.06358,-1.78527E-9,2.88335E-9,-4.66862E-9
3288.47559,-31.07082,-1.41365E-9,4.16489E-9,-5.57854E-9
3289.12012,-32.07343,-1.39341E-9,-3.09062E-9,1.69721E-9
3289.76172,-33.06261,-1.44845E-9,4.06397E-9,-5.51242E-9
3290.40527,-34.07030,-1.57196E-9,4.29676E-9,-5.86872E-9
3291.04980,-35.07469,-1.59647E-9,-3.14737E-9,1.55090E-9
3291.68945,-36.06525,-1.75022E-9,4.23044E-9,-5.98066E-9
3292.33398,-37.06882,-1.62948E-9,4.16621E-9,-5.79569E-9
3292.97559,-38.07649,-1.80195E-9,-3.10008E-9,1.29812E-9
3293.61816,-39.08492,-1.75868E-9,3.80571E-9,-5.56439E-9
3294.26465,-40.07221,-2.00847E-9,4.15269E-9,-6.16116E-9
3294.90723,-41.07397,-2.04288E-9,-3.20412E-9,1.16124E-9
3295.55078,-42.08324,-2.27479E-9,2.09038E-9,-4.36517E-9
3296.19336,-43.07106,-2.12896E-9,4.22478E-9,-6.35375E-9
3296.83398,-44.07630,-1.98808E-9,-3.16629E-9,1.17821E-9
3297.47754,-45.08313,-2.13768E-9,2.92184E-9,-5.05952E-9
3298.12500,-46.06707,-2.09308E-9,4.11064E-9,-6.20372E-9
3298.76660,-47.07728,-2.17841E-9,-3.30817E-9,1.12976E-9
3299.41211,-48.08281,-2.11708E-9,2.99109E-9,-5.10817E-9
3301.29395,-49.06906,-2.33796E-9,3.68737E-9,-6.02533E-9
3301.93750,-50.07665,-2.56528E-9,-3.27034E-9,7.05059E-10
3302.58008,-51.08137,-2.49434E-9,4.13547E-9,-6.62981E-9
3303.22070,-52.06845,-2.44147E-9,2.48053E-9,-4.92200E-9
3303.86426,-53.07484,-2.33232E-9,-3.30817E-9,9.75852E-10
3304.50781,-54.08399,-2.36959E-9,4.25444E-9,-6.62403E-9
3305.14941,-55.06968,-2.41826E-9,2.89683E-9,-5.31509E-9
3307.03125,-56.07413,-2.36900E-9,3.81481E-9,-6.18381E-9
3307.67285,-57.08416,-2.43479E-9,-3.35546E-9,9.20671E-10
3308.31445,-58.06861,-2.44835E-9,4.19786E-9,-6.64621E-9
3308.95605,-59.07514,-2.56246E-9,2.95576E-9,-5.51822E-9
3310.83691,-60.08245,-3.17054E-9,2.94777E-9,-6.11832E-9
3312.72168,-61.06812,-3.09828E-9,4.08709E-9,-7.18536E-9
3313.36816,-62.07387,-2.53068E-9,-3.25141E-9,7.20736E-10
3314.01172,-63.08019,-2.99091E-9,4.10413E-9,-7.09503E-9
3314.65332,-64.06844,-2.85002E-9,4.05579E-9,-6.90581E-9
3315.29688,-65.07180,-3.29114E-9,-3.34600E-9,5.48599E-11
3315.94043,-66.08234,-3.47613E-9,3.94973E-9,-7.42585E-9
3316.58496,-67.06831,-3.13595E-9,4.21077E-9,-7.34672E-9
3317.23340,-68.07241,-3.59578E-9,-3.42167E-9,-1.74113E-10
3317.87695,-69.07972,-3.43064E-9,3.70340E-9,-7.13403E-9
3318.51660,-70.06585,-3.55771E-9,4.16348E-9,-7.72120E-9
3319.16113,-71.07256,-3.58048E-9,-3.40275E-9,-1.77732E-10
3319.80371,-72.07912,-3.42054E-9,4.11235E-9,-7.53289E-9
3320.44727,-73.06790,-3.37242E-9,4.20145E-9,-7.57387E-9
3321.09375,-74.07274,-3.51246E-9,-3.44058E-9,-7.18797E-11
3321.73926,-75.08089,-3.80641E-9,3.79609E-9,-7.60250E-9
3322.38281,-76.07021,-4.09521E-9,3.94449E-9,-8.03969E-9
3323.02832,-77.07349,-3.67310E-9,-3.65813E-9,-1.49643E-11
3323.67480,-78.08158,-3.97155E-9,2.52741E-9,-6.49897E-9
3325.56055,-79.06776,-3.72577E-9,3.91770E-9,-7.64347E-9
3326.20801,-80.07397,-4.35119E-9,-3.90405E-9,-4.47143E-10
3326.85254,-81.07938,-3.93210E-9,3.50982E-9,-7.44192E-9
3327.49707,-82.06676,-4.49193E-9,3.42762E-9,-7.91954E-9
3328.13965,-83.07407,-5.03135E-9,-4.34860E-9,-6.82751E-10
3328.78223,-84.07981,-5.21149E-9,2.95301E-9,-8.16450E-9
3329.43066,-85.08813,-5.93131E-9,2.33792E-9,-8.26923E-9
3330.07617,-86.07366,-6.35862E-9,-6.44840E-9,8.97716E-11
3330.71777,-87.08064,-8.58906E-9,-2.74069E-9,-5.84837E-9
3332.90820,-88.08522,-1.48325E-8,-5.40748E-9,-9.42502E-9
3333.55371,-89.06929,-3.88493E-8,-4.06329E-8,1.78368E-9
3334.97266,-90.08208,-2.82017E-7,-3.58734E-7,7.67166E-8
3336.47461,-91.08578,-1.11360E-5,-0.00010,8.88676E-5
3337.80762,-90.93513,-0.00010,-0.00010,1.52515E-9
