Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
2875.02734,-2.35629E-5,5.03805E-11,2.60383E-9,-2.55345E-9
2876.09961,-1.00016,-1.81677E-10,3.83266E-9,-4.01434E-9
2876.74316,-2.00013,-2.45141E-10,-2.72179E-9,2.47665E-9
2877.38574,-3.00153,-3.08107E-10,2.66472E-9,-2.97283E-9
2878.02734,-4.00135,-3.92559E-10,3.84639E-9,-4.23895E-9
2878.66992,-5.00152,-4.36666E-10,-3.00555E-9,2.56888E-9
2879.31348,-6.00161,-4.82259E-10,2.90272E-9,-3.38498E-9
2881.19336,-7.00145,-5.10624E-10,4.06343E-9,-4.57406E-9
2881.83887,-8.00157,-5.64929E-10,-2.54197E-9,1.97704E-9
2882.48145,-9.00167,-6.18142E-10,3.99274E-9,-4.61088E-9
2883.12500,-10.00139,-6.87101E-10,4.06742E-9,-4.75452E-9
2883.76660,-11.00153,-7.25663E-10,-3.13797E-9,2.41230E-9
2884.40918,-12.00164,-7.76355E-10,2.80231E-9,-3.57866E-9
2886.29199,-13.00140,-7.88828E-10,4.14722E-9,-4.93605E-9
2886.93262,-14.00143,-8.34470E-10,-3.10884E-9,2.27437E-9
2887.57520,-15.00127,-8.98873E-10,2.76375E-9,-3.66262E-9
2889.45703,-16.00128,-9.21643E-10,4.00928E-9,-4.93092E-9
2890.10156,-17.00140,-9.82483E-10,-2.98663E-9,2.00415E-9
2890.74219,-18.00109,-1.03753E-9,2.61106E-9,-3.64859E-9
2891.38574,-19.00115,-1.09827E-9,3.96565E-9,-5.06392E-9
2892.02637,-20.00129,-1.15139E-9,-2.97717E-9,1.82578E-9
2892.67188,-21.00100,-1.20426E-9,2.93262E-9,-4.13688E-9
2894.55273,-22.07045,-9.45059E-10,4.04830E-9,-4.99336E-9
2895.19629,-23.07342,-1.07164E-9,-3.03392E-9,1.96228E-9
2895.83984,-24.06297,-1.38346E-9,4.22094E-9,-5.60440E-9
2896.48633,-25.07097,-1.09223E-9,4.11501E-9,-5.20724E-9
2897.13184,-26.07646,-1.06708E-9,-3.05283E-9,1.98575E-9
2897.77344,-27.06147,-1.28970E-9,2.78284E-9,-4.07254E-9
2899.65918,-28.06761,-1.14208E-9,4.20825E-9,-5.35033E-9
2900.30273,-29.07613,-1.32989E-9,-3.15688E-9,1.82699E-9
2900.94629,-30.06135,-1.32376E-9,2.83560E-9,-4.15936E-9
2902.83008,-31.06935,-1.56131E-9,4.17030E-9,-5.73161E-9
2903.47266,-32.07290,-1.65780E-9,-3.04338E-9,1.38558E-9
2904.11719,-33.06353,-1.38474E-9,2.84569E-9,-4.23044E-9
2906.00195,-34.06879,-1.58488E-9,4.09501E-9,-5.67989E-9
2906.64453,-35.07515,-1.75171E-9,-3.21364E-9,1.46193E-9
2907.28711,-36.06447,-1.62191E-9,2.43349E-9,-4.05540E-9
2907.93164,-37.07009,-1.50424E-9,4.11844E-9,-5.62268E-9
2908.57227,-38.07674,-1.69334E-9,-3.18525E-9,1.49191E-9
2909.21387,-39.08254,-1.80982E-9,2.80079E-9,-4.61061E-9
2911.10059,-40.06987,-2.01358E-9,4.19602E-9,-6.20960E-9
2911.74219,-41.07218,-2.18099E-9,-3.14742E-9,9.66426E-10
2912.38477,-42.08113,-2.36455E-9,3.33501E-9,-5.69956E-9
2913.02637,-43.07112,-2.19886E-9,4.24722E-9,-6.44608E-9
2913.66797,-44.07291,-1.88254E-9,-3.14742E-9,1.26488E-9
2914.30859,-45.08146,-1.96858E-9,3.60287E-9,-5.57145E-9
2914.94922,-46.06862,-2.46935E-9,4.07794E-9,-6.54728E-9
2915.59766,-47.07412,-2.24099E-9,-3.12850E-9,8.87513E-10
2916.24121,-48.08307,-2.53098E-9,-2.18156E-9,-3.49419E-10
2916.88379,-49.07036,-2.45187E-9,4.23576E-9,-6.68763E-9
2917.52246,-50.07510,-2.25025E-9,-2.86366E-9,6.13416E-10
2918.16406,-51.08055,-2.66186E-9,-2.59707E-9,-6.47878E-11
2918.80469,-52.06878,-2.54034E-9,4.05182E-9,-6.59215E-9
2919.44727,-53.07531,-2.55780E-9,-3.25147E-9,6.93663E-10
2920.09082,-54.08303,-2.91299E-9,-3.27038E-9,3.57393E-10
2920.73438,-55.06957,-2.84131E-9,4.18046E-9,-7.02177E-9
2921.37793,-56.07208,-2.91665E-9,2.89058E-9,-5.80724E-9
2923.26172,-57.08249,-2.38286E-9,3.96993E-9,-6.35279E-9
2923.90820,-58.07072,-2.99833E-9,-3.34605E-9,3.47716E-10
2924.55078,-59.07466,-2.90180E-9,4.23781E-9,-7.13961E-9
2925.19043,-60.07979,-2.55751E-9,4.18970E-9,-6.74722E-9
2925.83105,-61.06727,-2.83284E-9,-3.22308E-9,3.90240E-10
2926.47461,-62.07339,-2.75329E-9,4.04239E-9,-6.79569E-9
2927.11914,-63.07974,-2.77631E-9,4.09118E-9,-6.86749E-9
2927.76465,-64.06784,-3.30763E-9,-3.39334E-9,8.57117E-11
2928.40918,-65.07244,-3.29035E-9,2.84273E-9,-6.13308E-9
2930.29688,-66.08108,-3.35252E-9,3.93120E-9,-7.28373E-9
2930.94336,-67.06691,-3.06477E-9,-3.28930E-9,2.24531E-10
2931.58691,-68.07167,-2.92027E-9,2.71194E-9,-5.63221E-9
2932.22852,-69.07970,-3.06432E-9,4.00145E-9,-7.06576E-9
2932.87500,-70.06558,-3.66637E-9,-3.45955E-9,-2.06823E-10
2933.51758,-71.07304,-3.71855E-9,2.68557E-9,-6.40412E-9
2935.40137,-72.07822,-3.12184E-9,4.06911E-9,-7.19096E-9
2936.04492,-73.06769,-3.17556E-9,-3.42171E-9,2.46156E-10
2936.68750,-74.07164,-3.34970E-9,3.83420E-9,-7.18390E-9
2937.33301,-75.07992,-3.66751E-9,3.81699E-9,-7.48450E-9
2937.97754,-76.06942,-3.87463E-9,-3.50684E-9,-3.67792E-10
2938.62109,-77.07363,-4.03928E-9,2.52852E-9,-6.56780E-9
2940.50293,-78.08023,-3.78261E-9,3.87110E-9,-7.65371E-9
2941.14844,-79.06794,-4.30822E-9,-3.74331E-9,-5.64917E-10
2941.79590,-80.07349,-3.81097E-9,3.63351E-9,-7.44448E-9
2942.43945,-81.07900,-4.05675E-9,3.56469E-9,-7.62145E-9
2943.08105,-82.06637,-4.10942E-9,-4.03652E-9,-7.29010E-11
2943.72461,-83.07278,-4.53218E-9,3.01417E-9,-7.54635E-9
2944.36719,-84.07776,-4.91884E-9,2.81739E-9,-7.73623E-9
2945.01172,-85.08638,-5.83747E-9,-5.37964E-9,-4.57835E-10
2945.65332,-86.07335,-6.55866E-9,1.46792E-9,-8.02658E-9
2947.84668,-87.07896,-8.83614E-9,-7.74986E-9,-1.08628E-9
2948.48730,-88.08463,-1.56410E-8,-1.13498E-8,-4.29122E-9
2949.91406,-89.07092,-4.39374E-8,-3.98239E-8,-4.11349E-9
2950.55664,-90.08582,-3.39043E-7,-3.14737E-7,-2.43053E-8
2952.05664,-91.08800,-1.37191E-5,-0.00010,8.62846E-5
2953.38477,-90.91625,-0.00010,-0.00010,1.59064E-9
