Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
11.11816,-3.21813E-5,4.48512E-10,4.43835E-9,-3.98984E-9
12.19531,-1.00013,-4.78498E-10,2.23295E-9,-2.71145E-9
12.83789,-2.00011,-9.93230E-10,3.92755E-9,-4.92078E-9
14.71973,-3.00134,-1.31446E-9,3.71944E-9,-5.03389E-9
15.36426,-4.00119,-1.79206E-9,3.60591E-9,-5.39797E-9
16.00879,-5.00136,-2.28249E-9,4.34444E-11,-2.32593E-9
17.06836,-6.00145,-2.64014E-9,3.97484E-9,-6.61498E-9
18.53711,-7.00128,-3.02508E-9,3.50187E-9,-6.52695E-9
19.17969,-8.00138,-3.48665E-9,3.41673E-9,-6.90338E-9
19.82031,-9.00149,-3.94228E-9,2.79241E-9,-6.73469E-9
20.46094,-10.00123,-4.37151E-9,-2.15912E-9,-2.21239E-9
21.10449,-11.00136,-4.79486E-9,-2.05651E-9,-2.73836E-9
21.74609,-12.00150,-5.23337E-9,-2.10503E-9,-3.12834E-9
22.38770,-13.00123,-5.62419E-9,3.48295E-9,-9.10714E-9
24.26855,-14.00130,-5.90487E-9,-1.24736E-10,-5.78013E-9
25.32324,-15.00111,-6.39388E-9,-2.00176E-9,-4.39212E-9
25.96289,-16.00112,-6.84677E-9,-1.89864E-9,-4.94813E-9
26.60840,-17.00122,-7.29056E-9,-1.66065E-9,-5.62991E-9
27.25293,-18.00095,-7.68352E-9,-1.71540E-9,-5.96812E-9
27.89453,-19.00103,-8.13787E-9,-1.87514E-9,-6.26272E-9
28.53711,-20.00113,-8.58410E-9,-1.70618E-9,-6.87792E-9
29.18164,-21.00086,-8.98608E-9,-1.78656E-9,-7.19952E-9
29.82324,-22.06315,-9.49178E-9,-1.88982E-9,-7.60196E-9
30.46484,-23.06632,-9.64554E-9,-1.64808E-9,-7.99745E-9
31.10742,-24.05589,-1.00636E-8,-1.72471E-9,-8.33892E-9
31.74902,-25.06232,-1.03365E-8,-1.95600E-9,-8.38054E-9
32.39160,-26.06746,-1.08971E-8,-1.93569E-9,-8.96138E-9
33.03320,-27.05506,-1.11713E-8,-1.64523E-9,-9.52608E-9
33.67773,-28.06108,-1.18120E-8,-1.66191E-9,-1.01501E-8
34.32129,-29.06854,-1.24842E-8,-1.55628E-9,-1.09280E-8
34.96191,-30.05760,-1.26124E-8,-1.60443E-9,-1.10080E-8
35.60645,-31.06404,-1.33648E-8,-1.53359E-9,-1.18312E-8
36.24902,-32.06819,-1.37531E-8,-1.60362E-9,-1.21495E-8
36.89258,-33.05710,-1.41416E-8,-1.73660E-9,-1.24050E-8
37.53320,-34.06297,-1.40469E-8,-1.56022E-9,-1.24867E-8
38.18262,-35.06936,-1.49421E-8,-1.55512E-9,-1.33870E-8
38.82910,-36.05771,-1.49131E-8,-1.85144E-9,-1.30616E-8
39.46875,-37.06454,-1.55328E-8,-1.73452E-9,-1.37983E-8
40.11328,-38.07153,-1.56906E-8,-1.50540E-9,-1.41852E-8
40.75586,-39.07838,-1.61178E-8,-1.58140E-9,-1.45364E-8
41.39648,-40.06688,-1.67525E-8,-1.57629E-9,-1.51762E-8
42.03906,-41.06852,-1.71606E-8,-1.49976E-9,-1.56608E-8
42.67969,-42.07561,-1.78498E-8,-1.16904E-9,-1.66808E-8
43.32129,-43.06553,-1.81751E-8,1.67227E-9,-1.98473E-8
43.96387,-44.07061,-1.86654E-8,2.90595E-9,-2.15714E-8
45.43750,-45.07857,-1.88548E-8,2.64108E-9,-2.14959E-8
46.08008,-46.06580,-1.92076E-8,2.99109E-9,-2.21987E-8
47.95996,-47.07213,-1.93950E-8,2.21540E-9,-2.16104E-8
48.60254,-48.07870,-1.96339E-8,2.78298E-9,-2.24169E-8
50.48340,-49.06568,-1.98863E-8,2.82082E-9,-2.27071E-8
52.36426,-50.07151,-1.98875E-8,3.02893E-9,-2.29164E-8
54.24219,-51.07704,-2.07133E-8,2.69785E-9,-2.34112E-8
56.12207,-52.06609,-2.08295E-8,2.75461E-9,-2.35842E-8
58.00488,-53.07126,-2.12034E-8,2.80191E-9,-2.40053E-8
59.88379,-54.07959,-2.16624E-8,2.71677E-9,-2.43792E-8
61.77148,-55.06577,-2.15950E-8,2.00226E-9,-2.35972E-8
62.82715,-56.07114,-2.19633E-8,2.74515E-9,-2.47084E-8
64.29688,-57.08042,-2.28499E-8,2.51813E-9,-2.53680E-8
66.17773,-58.06746,-2.29585E-8,2.69786E-9,-2.56563E-8
68.06152,-59.07242,-2.34641E-8,2.78300E-9,-2.62471E-8
69.94336,-60.07859,-2.34119E-8,2.66949E-9,-2.60814E-8
71.82910,-61.06517,-2.40718E-8,2.08293E-9,-2.61547E-8
72.88672,-62.07069,-2.40716E-8,2.63165E-9,-2.67032E-8
74.35938,-63.07716,-2.44956E-8,2.05458E-9,-2.65501E-8
75.41406,-64.06538,-2.50859E-8,2.61273E-9,-2.76987E-8
76.88672,-65.06917,-2.56839E-8,2.66949E-9,-2.83534E-8
78.76660,-66.07735,-2.54993E-8,2.54652E-9,-2.80458E-8
80.65332,-67.06573,-2.64829E-8,2.39517E-9,-2.88781E-8
82.54004,-68.06937,-2.63066E-8,2.02622E-9,-2.83328E-8
83.59668,-69.07723,-2.72247E-8,2.07352E-9,-2.92982E-8
84.23828,-70.06329,-2.77508E-8,1.58169E-9,-2.93325E-8
84.88086,-71.06995,-2.83123E-8,-1.15878E-9,-2.71535E-8
85.52539,-72.07697,-2.81000E-8,-1.23899E-9,-2.68610E-8
86.16895,-73.06493,-2.88672E-8,-1.11865E-9,-2.77485E-8
86.80859,-74.06903,-2.92296E-8,2.05460E-9,-3.12842E-8
87.45215,-75.07743,-3.00285E-8,1.94110E-9,-3.19696E-8
88.09570,-76.06651,-2.98596E-8,1.22228E-9,-3.10819E-8
88.74023,-77.07142,-3.07502E-8,-1.12198E-9,-2.96282E-8
89.38281,-78.07930,-3.10206E-8,-1.22210E-9,-2.97985E-8
90.02441,-79.06545,-3.13161E-8,1.30647E-9,-3.26226E-8
90.66797,-80.07143,-3.12440E-8,1.94111E-9,-3.31851E-8
91.31152,-81.07815,-3.22472E-8,1.95056E-9,-3.41978E-8
91.95703,-82.06419,-3.21896E-8,-8.74791E-11,-3.21021E-8
92.59961,-83.07053,-3.27376E-8,-1.16708E-9,-3.15705E-8
93.24121,-84.07772,-3.34911E-8,-1.24996E-9,-3.22412E-8
93.88672,-85.08430,-3.32373E-8,1.89377E-9,-3.51310E-8
94.52832,-86.07149,-3.37521E-8,1.95057E-9,-3.57027E-8
95.16895,-87.07755,-3.41218E-8,1.82761E-9,-3.59494E-8
95.81348,-88.08288,-3.49329E-8,-1.06296E-9,-3.38700E-8
96.45703,-89.06822,-3.54860E-8,-1.40167E-9,-3.40843E-8
97.09766,-90.07819,-3.59387E-8,1.63224E-9,-3.75710E-8
97.74121,-91.08342,-3.59582E-8,1.73303E-9,-3.76913E-8
