Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
28.40430,-2.46530E-5,2.32618E-10,3.50172E-9,-3.26910E-9
29.48633,-1.00013,-5.42802E-10,-1.87042E-9,1.32762E-9
30.54688,-2.00011,-9.93775E-10,3.37875E-9,-4.37252E-9
32.02051,-3.00135,-1.35836E-9,1.94956E-9,-3.30792E-9
33.07813,-4.00118,-1.77716E-9,-1.64070E-9,-1.36459E-10
33.72168,-5.00135,-2.17145E-9,-1.87104E-9,-3.00405E-10
34.36133,-6.00141,-2.59668E-9,-1.63766E-9,-9.59018E-10
35.00293,-7.00125,-3.04325E-9,-1.68922E-9,-1.35402E-9
35.64648,-8.00135,-3.39858E-9,-1.78386E-9,-1.61471E-9
36.28809,-9.00147,-3.81317E-9,-1.58609E-9,-2.22708E-9
36.92871,-10.00120,-4.19577E-9,-1.76911E-9,-2.42666E-9
37.57031,-11.00134,-4.60195E-9,-1.60600E-9,-2.99595E-9
38.21094,-12.00143,-4.95009E-9,-1.37429E-9,-3.57580E-9
38.85547,-13.00121,-5.31643E-9,-1.75951E-9,-3.55691E-9
39.49902,-14.00127,-5.71977E-9,-1.53553E-9,-4.18424E-9
40.14258,-15.00106,-6.07748E-9,-1.56082E-9,-4.51665E-9
40.78516,-16.00109,-6.45919E-9,-1.52107E-9,-4.93812E-9
41.42871,-17.00121,-6.82692E-9,-1.65783E-9,-5.16909E-9
42.07227,-18.00094,-7.21110E-9,-1.53384E-9,-5.67726E-9
42.71289,-19.00100,-7.58876E-9,-1.48940E-9,-6.09937E-9
43.35449,-20.00113,-7.97938E-9,-1.39404E-9,-6.58534E-9
43.99707,-21.00088,-8.37393E-9,-1.46527E-9,-6.90866E-9
44.64551,-22.06092,-8.95613E-9,-1.64717E-9,-7.30897E-9
45.28613,-23.06439,-9.19236E-9,-1.49889E-9,-7.69347E-9
45.92871,-24.05425,-9.55194E-9,-1.36848E-9,-8.18346E-9
46.57031,-25.06029,-9.98712E-9,-1.35295E-9,-8.63417E-9
47.21582,-26.06562,-1.00483E-8,5.92394E-10,-1.06407E-8
47.85742,-27.05238,-1.03456E-8,2.86797E-9,-1.32136E-8
49.33105,-28.05765,-1.06978E-8,2.12066E-9,-1.28184E-8
49.97559,-29.06533,-1.11085E-8,2.83960E-9,-1.39481E-8
51.85742,-30.05504,-1.15020E-8,3.04771E-9,-1.45497E-8
53.73828,-31.06064,-1.19068E-8,2.82068E-9,-1.47275E-8
55.62012,-32.06383,-1.18286E-8,2.85852E-9,-1.46871E-8
57.50684,-33.05417,-1.21955E-8,2.70717E-9,-1.49027E-8
59.38965,-34.05991,-1.25355E-8,2.77339E-9,-1.53089E-8
61.27148,-35.06684,-1.33199E-8,2.76394E-9,-1.60839E-8
63.15723,-36.05772,-1.31959E-8,2.85853E-9,-1.60544E-8
65.03711,-37.06215,-1.41108E-8,2.53691E-9,-1.66478E-8
66.92188,-38.07024,-1.41844E-8,2.53692E-9,-1.67213E-8
68.80273,-39.07713,-1.45947E-8,2.78287E-9,-1.73775E-8
70.69043,-40.06474,-1.51065E-8,2.65044E-9,-1.77570E-8
72.57715,-41.06817,-1.53211E-8,2.59369E-9,-1.79148E-8
74.46484,-42.07412,-1.53538E-8,2.54640E-9,-1.79002E-8
76.34961,-43.06359,-1.55670E-8,2.60315E-9,-1.81702E-8
78.22949,-44.06874,-1.64096E-8,2.59370E-9,-1.90033E-8
80.11523,-45.07734,-1.66884E-8,2.06393E-9,-1.87523E-8
81.16992,-46.06276,-1.69474E-8,2.54641E-9,-1.94938E-8
82.63770,-47.06896,-1.70687E-8,1.97881E-9,-1.90475E-8
83.69141,-48.07606,-1.76134E-8,1.99773E-9,-1.96111E-8
84.33496,-49.06339,-1.82918E-8,-1.05476E-9,-1.72371E-8
84.97656,-50.06987,-1.87047E-8,-1.03029E-9,-1.76744E-8
85.61816,-51.07510,-1.90141E-8,2.05448E-9,-2.10686E-8
86.25977,-52.06456,-1.93155E-8,2.37614E-9,-2.16916E-8
87.73145,-53.06639,-1.92092E-8,2.06395E-9,-2.12731E-8
88.78613,-54.07408,-2.00183E-8,1.99774E-9,-2.20161E-8
89.42969,-55.06488,-2.03711E-8,-9.72231E-10,-1.93988E-8
90.07031,-56.06901,-2.07791E-8,-1.08056E-9,-1.96985E-8
90.71387,-57.07803,-2.06194E-8,2.02609E-9,-2.26455E-8
91.35645,-58.06392,-2.09560E-8,1.91262E-9,-2.28687E-8
92.00000,-59.06886,-2.18834E-8,1.91262E-9,-2.37960E-8
92.64746,-60.07579,-2.21188E-8,-9.60624E-10,-2.11582E-8
93.29395,-61.06184,-2.21972E-8,-1.05412E-9,-2.11430E-8
93.93750,-62.06883,-2.29517E-8,1.23383E-9,-2.41855E-8
94.58008,-63.07502,-2.27993E-8,2.06396E-9,-2.48633E-8
95.23047,-64.06415,-2.34526E-8,1.78968E-9,-2.52423E-8
95.87793,-65.06544,-2.38268E-8,-9.68251E-10,-2.28586E-8
96.52148,-66.07555,-2.45018E-8,-9.03159E-10,-2.35986E-8
97.16406,-67.06348,-2.43814E-8,1.63741E-10,-2.45452E-8
97.80664,-68.06724,-2.49520E-8,1.60997E-9,-2.65620E-8
98.45215,-69.07411,-2.52504E-8,1.78968E-9,-2.70401E-8
99.09473,-70.05987,-2.56356E-8,-1.07678E-9,-2.45588E-8
99.73730,-71.06766,-2.64967E-8,-7.98604E-10,-2.56981E-8
100.38184,-72.07334,-2.62806E-8,1.58160E-9,-2.78622E-8
101.02441,-73.06075,-2.66582E-8,1.66673E-9,-2.83250E-8
101.66699,-74.06598,-2.74398E-8,-8.61592E-10,-2.65782E-8
102.30762,-75.07468,-2.79829E-8,-9.63977E-10,-2.70190E-8
102.94824,-76.06473,-2.83845E-8,1.59106E-9,-2.99756E-8
103.59473,-77.06780,-2.86282E-8,1.61944E-9,-3.02476E-8
104.23828,-78.07539,-2.86900E-8,-1.15616E-9,-2.75339E-8
104.87793,-79.06206,-2.92758E-8,-1.03875E-9,-2.82371E-8
105.52246,-80.06767,-2.94553E-8,1.22220E-9,-3.06775E-8
106.16406,-81.07505,-3.01999E-8,1.15599E-9,-3.13559E-8
106.80859,-82.06187,-3.02874E-8,-1.58698E-9,-2.87005E-8
107.45117,-83.06792,-3.07907E-8,-1.61442E-9,-2.91763E-8
108.09277,-84.07439,-3.24501E-8,7.30369E-10,-3.31805E-8
108.73730,-85.08230,-3.23489E-8,4.56081E-10,-3.28050E-8
109.38281,-86.06876,-3.37247E-8,-1.77868E-10,-3.35469E-8
111.16504,-87.07495,-3.45409E-8,-3.09781E-9,-3.14431E-8
111.80859,-88.08053,-3.82790E-8,-5.62852E-9,-3.26505E-8
