Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
4843.25195,0.21100,0.00000,0.00000,7.26313E-5
4843.56055,-1.63197,4.22674E-10,430383.00000,6.96305E-5
4844.20508,-2.30266,3.77204E-10,557204.00000,6.95458E-5
4844.84766,-3.34284,3.55016E-10,631998.00000,5.90919E-5
4845.49121,-4.34018,3.32089E-10,721464.00000,5.89802E-5
4846.13086,-5.33804,3.14516E-10,802043.00000,5.89567E-5
4846.78320,-6.33694,3.00187E-10,873060.00000,5.89675E-5
4847.42773,-7.33255,2.87985E-10,944260.00000,5.91457E-5
4848.07910,-8.33197,2.77304E-10,1.01402E+6,5.89943E-5
4848.72266,-9.33158,2.67710E-10,1.08523E+6,5.90959E-5
4849.37305,-10.33355,2.58913E-10,1.15940E+6,5.90170E-5
4850.01563,-11.33354,2.50621E-10,1.23500E+6,5.91984E-5
4850.66895,-12.33469,2.42705E-10,1.31585E+6,5.90662E-5
4851.31055,-13.33397,2.35023E-10,1.40805E+6,5.90463E-5
4851.95508,-14.33694,2.27341E-10,1.50806E+6,5.91105E-5
4852.59766,-15.33667,2.19515E-10,1.62260E+6,5.92475E-5
4853.24805,-16.34104,2.11323E-10,1.75318E+6,5.92260E-5
4853.89063,-17.34202,2.02422E-10,1.93821E+6,5.91430E-5
4854.54395,-18.34107,1.92231E-10,2.17657E+6,5.92245E-5
4855.18945,-19.33783,1.79326E-10,2.55687E+6,5.92304E-5
4855.84082,-20.34146,1.56895E-10,2.67995E+6,5.91885E-5
4856.49219,-21.33922,8.98513E-11,3.70059E+6,5.91190E-5
4857.16699,-22.06087,4.47356E-11,1.03515E+8,6.00682E-5
4857.84277,-23.05380,9.98320E-12,8.61758E+8,5.99626E-5
4858.52344,-24.05437,9.90085E-12,-3.53714E+8,5.99461E-5
4859.16602,-25.04595,9.89462E-12,-8.56997E+8,5.99447E-5
4859.81934,-26.06961,9.83435E-12,1.09082E+9,5.99436E-5
4860.46094,-27.04072,9.82726E-12,-3.88568E+8,5.98705E-5
4861.10254,-28.05585,9.77888E-12,-3.50384E+8,6.00455E-5
4861.75488,-29.06542,9.78880E-12,-3.78178E+8,5.99198E-5
4862.39746,-30.04643,9.79064E-12,-1.43506E+9,6.00280E-5
4863.03516,-31.04125,9.76269E-12,-1.81892E+8,5.99761E-5
4863.67676,-32.06764,9.78359E-12,-2.68948E+8,6.00861E-5
4864.33105,-33.07099,9.73920E-12,-3.83630E+8,6.01682E-5
4864.97461,-34.05285,9.77938E-12,-2.94804E+8,5.99957E-5
4865.61523,-35.04662,9.75917E-12,1.34879E+10,6.01175E-5
4866.25586,-36.04226,9.75399E-12,-3.00799E+8,6.00640E-5
4866.89746,-37.06259,9.76250E-12,-4.75155E+8,6.01634E-5
4867.53809,-38.06174,9.79731E-12,-5.49287E+8,6.02234E-5
4868.18652,-39.08719,9.79040E-12,-2.51494E+8,6.02154E-5
4868.82910,-40.06536,9.76748E-12,-3.81197E+8,6.00977E-5
4869.48242,-41.05053,9.73507E-12,-2.60367E+8,6.00153E-5
4870.12598,-42.07135,9.75244E-12,1.96422E+9,6.00097E-5
4870.77832,-43.05970,9.70109E-12,-1.81566E+8,6.02772E-5
4871.42773,-44.06664,9.74448E-12,-4.48481E+8,6.02614E-5
4872.06934,-45.07661,9.68319E-12,-2.48586E+8,6.02421E-5
4872.72070,-46.06802,9.76567E-12,-4.68804E+8,6.01523E-5
4873.36328,-47.06705,9.75775E-12,2.71457E+9,6.02361E-5
4874.00488,-48.08081,9.70883E-12,1.42242E+10,6.01120E-5
4874.65234,-49.04438,9.69222E-12,-2.98608E+8,6.02679E-5
4875.29980,-50.06585,9.72632E-12,-6.02254E+8,6.01632E-5
4875.94238,-51.07270,9.70262E-12,-1.01266E+9,6.01828E-5
4876.58398,-52.06244,9.74453E-12,1.90819E+9,6.02755E-5
4877.22266,-53.04837,9.74822E-12,-2.91419E+8,6.02241E-5
4877.86523,-54.05174,9.70719E-12,-7.30398E+9,6.03014E-5
4878.50684,-55.07493,9.69981E-12,-4.93472E+8,6.03299E-5
4879.14844,-56.05936,9.69087E-12,-7.93174E+8,6.03179E-5
4879.80078,-57.06738,9.74607E-12,-3.00143E+8,6.02419E-5
4880.44922,-58.04742,9.70084E-12,-5.42387E+8,6.02197E-5
4881.08984,-59.05640,9.72722E-12,-9.83226E+8,6.02419E-5
4881.74121,-60.07030,9.73081E-12,-5.03526E+8,6.03073E-5
4882.39063,-61.05982,9.66628E-12,-2.36488E+8,6.02623E-5
4883.03027,-62.05069,9.73699E-12,-6.50987E+8,6.02488E-5
4883.66992,-63.06936,9.71425E-12,-3.66969E+8,6.04057E-5
4884.31348,-64.06261,9.70510E-12,-4.91496E+8,6.03268E-5
4884.95215,-65.05432,9.71209E-12,1.15795E+9,6.02765E-5
4885.59473,-66.07442,9.70829E-12,-3.48187E+8,6.03934E-5
4886.25000,-67.04520,9.68788E-12,-5.79492E+8,6.04209E-5
4886.89648,-68.05930,9.68609E-12,-8.68686E+8,6.03632E-5
4887.54199,-69.06010,9.66114E-12,-1.03885E+9,6.02839E-5
4888.18555,-70.03957,9.67567E-12,-3.15816E+9,6.02778E-5
4888.83691,-71.05748,9.70630E-12,-5.01709E+8,6.02325E-5
4889.47754,-72.05770,9.71346E-12,1.33003E+9,6.02783E-5
4890.12793,-73.05054,9.67684E-12,-7.21060E+8,6.03380E-5
4890.77539,-74.04894,9.64041E-12,-1.73369E+8,6.02540E-5
4891.42969,-75.07796,9.74077E-12,-6.39294E+8,6.03003E-5
4892.07227,-76.06792,9.69736E-12,-3.92587E+8,6.03511E-5
4892.71875,-77.05017,9.71456E-12,-4.05466E+8,6.02628E-5
4893.36035,-78.07104,9.65786E-12,-3.52774E+8,6.03612E-5
4894.00098,-79.05393,9.65535E-12,-3.03169E+8,6.03860E-5
4894.65234,-80.06515,9.69521E-12,-2.62725E+8,6.03349E-5
4895.29297,-81.05423,9.67061E-12,-4.95309E+8,6.03271E-5
4895.93359,-82.05350,9.70085E-12,-2.38977E+8,6.03137E-5
4896.57813,-83.05724,9.68328E-12,-3.31925E+8,6.02329E-5
4897.21973,-84.06827,9.70142E-12,-3.36236E+9,6.04015E-5
4897.86133,-85.06965,9.60597E-12,-2.41484E+8,6.02976E-5
4898.50098,-86.05673,9.67131E-12,-3.21805E+8,6.04114E-5
4899.14063,-87.05764,9.69356E-12,-2.35556E+8,6.02501E-5
4899.79102,-88.05338,9.64082E-12,-9.78714E+8,6.04949E-5
4900.43262,-89.05158,9.68214E-12,-9.44132E+8,6.04328E-5
4901.07520,-90.06233,9.66905E-12,-4.00365E+8,6.03564E-5
4901.71680,-91.06796,9.68959E-12,-3.46556E+8,6.03393E-5
4902.35840,-92.06355,9.67110E-12,-4.16848E+8,6.04572E-5
4903.01074,-93.06163,9.69849E-12,-2.59719E+8,6.03579E-5
4903.65234,-94.06742,9.61747E-12,-2.49563E+8,6.03933E-5
4904.30273,-95.04760,9.66215E-12,-1.34417E+9,6.03870E-5
4904.94336,-96.06065,9.70604E-12,-1.10530E+10,6.05285E-5
4905.59863,-97.07323,9.66243E-12,-2.79515E+8,6.03292E-5
4906.25000,-98.06317,9.70835E-12,-3.21600E+8,6.04415E-5
4906.89746,-99.06767,9.67608E-12,-6.07518E+8,6.04580E-5
4907.53711,-100.05825,9.67275E-12,-8.18025E+8,6.04085E-5
4908.18066,-101.04170,9.65584E-12,2.43085E+9,6.03530E-5
4908.82129,-102.07545,9.66015E-12,-4.69797E+8,6.04962E-5
4909.47363,-103.07482,9.66540E-12,-4.33066E+8,6.04563E-5
4910.11719,-104.06235,9.69117E-12,-6.92019E+8,6.04918E-5
4910.76953,-105.05207,9.67664E-12,2.16630E+9,6.04113E-5
4911.41309,-106.05663,9.64829E-12,-6.95356E+8,6.04083E-5
4912.05371,-107.06294,9.70079E-12,-3.58874E+8,6.03305E-5
4912.69434,-108.06674,9.67059E-12,6.31685E+9,6.05105E-5
4913.33594,-109.06617,9.64966E-12,6.11795E+8,6.04379E-5
4913.98633,-110.05473,9.67351E-12,1.68336E+8,6.05129E-5
4914.62793,-111.07652,9.64089E-12,1.43723E+8,6.05714E-5
4915.27930,-112.07434,9.68959E-12,4.04706E+7,6.03826E-5
4915.92383,-113.07396,9.77003E-12,1.04266E+7,6.04728E-5
4916.57715,-114.06244,1.33880E-11,1.11084E+6,5.99233E-5
4917.22168,-115.07726,-6.74939E-11,6364.40000,-5.54797E-5
4917.96484,-115.00512,4.86877E-10,5569.62000,-6.31493E-5
4918.65137,-114.97551,-3.18361E-11,6510.35000,-6.89229E-5
4919.39551,-114.96941,4.52058E-10,6040.19000,-7.40592E-5
4920.09082,-114.93053,4.36110E-10,6353.38000,-7.85185E-5
4920.80762,-114.87083,4.10346E-10,6683.82000,-8.26592E-5
