Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
6410.89258,-2.31661E-5,2.22618E-10,3.21140E-9,-2.98879E-9
6411.96484,-1.00016,-2.77243E-11,3.26095E-9,-3.28868E-9
6413.85156,-2.00013,-1.14354E-10,-2.64594E-9,2.53158E-9
6414.49316,-3.00153,-1.74598E-10,4.64726E-9,-4.82186E-9
6415.14160,-4.00137,-2.68207E-10,4.53218E-9,-4.80038E-9
6415.78320,-5.00158,-3.19789E-10,4.85558E-9,-5.17537E-9
6416.42578,-6.00165,-4.09339E-10,3.42110E-9,-3.83043E-9
6418.30566,-7.00142,-4.27704E-10,-3.23235E-9,2.80465E-9
6418.94824,-8.00157,-4.86811E-10,2.51474E-9,-3.00155E-9
6419.58984,-9.00167,-5.68638E-10,4.40353E-9,-4.97217E-9
6420.23242,-10.00140,-6.17099E-10,-3.29676E-9,2.67966E-9
6420.87695,-11.00152,-6.83237E-10,4.56051E-9,-5.24374E-9
6421.51758,-12.00164,-7.51845E-10,3.18035E-9,-3.93220E-9
6423.40234,-13.00137,-7.55657E-10,3.27341E-9,-4.02907E-9
6425.28906,-14.00145,-7.92487E-10,3.26689E-9,-4.05937E-9
6427.16895,-15.00124,-8.29514E-10,-3.27019E-9,2.44068E-9
6427.80859,-16.00128,-9.00354E-10,3.06624E-9,-3.96659E-9
6429.68945,-17.00135,-9.40845E-10,-2.47569E-9,1.53484E-9
6430.33203,-18.00107,-1.01302E-9,3.25022E-9,-4.26325E-9
6432.21484,-19.00113,-1.05440E-9,3.52137E-9,-4.57578E-9
6434.09766,-20.00124,-1.10014E-9,-3.47828E-9,2.37814E-9
6434.74023,-21.00100,-1.18925E-9,3.23363E-9,-4.42288E-9
6436.62207,-22.07025,-9.33769E-10,3.13183E-9,-4.06560E-9
6438.50684,-23.07644,-1.43399E-9,3.07680E-9,-4.51079E-9
6440.39355,-24.06321,-1.47166E-9,2.83053E-9,-4.30220E-9
6441.03613,-25.07055,-1.19564E-9,-3.46882E-9,2.27318E-9
6441.68066,-26.07747,-1.25246E-9,4.32503E-9,-5.57749E-9
6442.32129,-27.06202,-1.34013E-9,-3.45936E-9,2.11922E-9
6442.96094,-28.06836,-1.17039E-9,3.19830E-9,-4.36869E-9
6444.84961,-29.07570,-1.71418E-9,3.25072E-9,-4.96490E-9
6446.73730,-30.06348,-1.42770E-9,4.13139E-9,-5.55910E-9
6447.37988,-31.06972,-1.72868E-9,-3.55394E-9,1.82525E-9
6448.02441,-32.07399,-1.69121E-9,4.53749E-9,-6.22870E-9
6448.66797,-33.06242,-1.47562E-9,-2.60811E-9,1.13248E-9
6449.31152,-34.06862,-1.82996E-9,-3.42639E-9,1.59643E-9
6449.95410,-35.07553,-2.08272E-9,4.51541E-9,-6.59813E-9
6450.59668,-36.06473,-2.19064E-9,-3.58231E-9,1.39167E-9
6451.23730,-37.06992,-2.23430E-9,4.29199E-9,-6.52629E-9
6451.88086,-38.07769,-2.31375E-9,3.53017E-9,-5.84391E-9
6452.52441,-39.08413,-2.03436E-9,-3.59177E-9,1.55741E-9
6453.16602,-40.07090,-2.29870E-9,4.36290E-9,-6.66160E-9
6453.80957,-41.07430,-2.04203E-9,-3.54448E-9,1.50245E-9
6454.45117,-42.08200,-1.93793E-9,3.17918E-9,-5.11711E-9
6456.33496,-43.07181,-1.87931E-9,3.34486E-9,-5.22417E-9
6458.21777,-44.07590,-1.96525E-9,3.11835E-9,-5.08360E-9
6460.09668,-45.08460,-2.38013E-9,-2.50406E-9,1.23931E-10
6460.74023,-46.06811,-2.12544E-9,-3.55171E-9,1.42626E-9
6461.38086,-47.07559,-2.14406E-9,4.49551E-9,-6.63957E-9
6462.02441,-48.08183,-2.69487E-9,-3.46881E-9,7.73933E-10
6462.66797,-49.07092,-2.74646E-9,3.33201E-9,-6.07847E-9
6463.31152,-50.07654,-2.33385E-9,4.35589E-9,-6.68974E-9
6463.95508,-51.08074,-2.49839E-9,-3.52556E-9,1.02716E-9
6464.59766,-52.06954,-2.87065E-9,4.37724E-9,-7.24789E-9
6465.24219,-53.07325,-2.94427E-9,-2.21085E-9,-7.33418E-10
6465.88281,-54.08198,-3.12639E-9,-3.46734E-9,3.40946E-10
6466.52539,-55.07093,-3.14079E-9,4.37623E-9,-7.51702E-9
6467.17480,-56.07322,-3.26133E-9,-3.68635E-9,4.25022E-10
6467.81836,-57.08603,-3.12504E-9,3.10881E-9,-6.23384E-9
6469.70410,-58.07048,-2.98783E-9,3.07726E-9,-6.06509E-9
6471.58691,-59.07676,-3.24801E-9,3.11397E-9,-6.36198E-9
6473.47070,-60.08180,-3.12663E-9,3.18971E-9,-6.31634E-9
6475.35840,-61.06794,-3.30875E-9,3.26538E-9,-6.57414E-9
6477.24316,-62.07513,-3.23044E-9,3.06742E-9,-6.29786E-9
6479.12109,-63.07980,-2.95803E-9,3.08050E-9,-6.03853E-9
6481.00781,-64.06927,-3.23662E-9,3.50187E-9,-6.73849E-9
6481.65039,-65.07205,-2.92872E-9,-3.63906E-9,7.10338E-10
6482.29492,-66.08124,-3.64403E-9,4.31727E-9,-7.96131E-9
6482.93848,-67.06767,-3.03461E-9,-3.67690E-9,6.42292E-10
