Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
333.85938,-2.28698E-5,1.93913E-10,1.26163E-9,-1.06772E-9
336.16504,-1.00017,-4.79835E-10,-1.07602E-9,5.96190E-10
337.22168,-2.00014,-8.90260E-10,-1.03819E-9,1.47927E-10
337.86621,-3.00166,-1.30777E-9,-1.26522E-9,-4.25474E-11
338.50684,-4.00149,-1.72468E-9,-1.22738E-9,-4.97301E-10
339.15137,-5.00167,-2.09056E-9,-1.30306E-9,-7.87496E-10
339.79297,-6.00174,-2.46401E-9,-1.38820E-9,-1.07580E-9
340.43359,-7.00154,-2.86508E-9,-1.36928E-9,-1.49580E-9
341.07520,-8.00168,-3.23174E-9,-1.48280E-9,-1.74894E-9
341.71777,-9.00180,-3.59455E-9,-1.41658E-9,-2.17797E-9
342.35938,-10.00149,-3.96028E-9,-1.33144E-9,-2.62884E-9
343.00391,-11.00161,-4.30864E-9,-1.44496E-9,-2.86368E-9
343.64453,-12.00171,-4.69035E-9,-1.40712E-9,-3.28323E-9
344.28809,-13.00149,-5.05618E-9,-1.48280E-9,-3.57338E-9
344.93164,-14.00155,-5.42234E-9,-1.61524E-9,-3.80711E-9
345.57422,-15.00137,-5.78133E-9,-1.42604E-9,-4.35530E-9
346.21680,-16.00143,-6.16377E-9,-1.39766E-9,-4.76610E-9
346.86328,-17.00146,-6.50882E-9,-1.57740E-9,-4.93143E-9
347.50879,-18.00118,-6.83098E-9,-1.48280E-9,-5.34819E-9
348.15039,-19.00122,-7.19052E-9,-1.54902E-9,-5.64150E-9
348.79102,-20.00136,-7.55008E-9,-1.41657E-9,-6.13350E-9
349.43359,-21.00106,-7.98236E-9,-1.45441E-9,-6.52794E-9
350.07617,-22.07302,-8.22679E-9,-1.33143E-9,-6.89535E-9
350.71875,-23.07836,-8.40564E-9,-1.60577E-9,-6.79987E-9
351.36230,-24.06859,-8.84783E-9,-1.48279E-9,-7.36503E-9
352.00684,-25.07510,-9.60796E-9,-1.41657E-9,-8.19138E-9
352.65039,-26.07854,-9.55841E-9,-1.38819E-9,-8.17022E-9
353.29395,-27.06596,-9.79316E-9,-1.42604E-9,-8.36712E-9
353.93555,-28.07079,-1.01866E-8,-1.59631E-9,-8.59031E-9
354.57715,-29.08120,-1.09410E-8,-1.68145E-9,-9.25956E-9
355.22168,-30.06654,-1.09315E-8,-1.75713E-9,-9.17434E-9
355.86426,-31.07093,-1.11782E-8,-1.56793E-9,-9.61029E-9
356.50879,-32.07610,-1.18818E-8,-1.70037E-9,-1.01814E-8
357.15332,-33.06581,-1.19814E-8,-1.41939E-9,-1.05620E-8
357.79297,-34.07183,-1.21826E-8,-1.67948E-9,-1.05031E-8
358.43750,-35.07941,-1.30137E-8,-1.62435E-9,-1.13894E-8
359.08105,-36.06894,-1.30862E-8,-1.28602E-9,-1.18002E-8
359.72656,-37.07391,-1.35876E-8,-8.78250E-10,-1.27093E-8
360.36816,-38.08085,-1.41979E-8,-1.18509E-10,-1.40794E-8
361.01172,-39.08642,-1.42188E-8,1.81040E-9,-1.60292E-8
361.65430,-40.07328,-1.41897E-8,1.59126E-9,-1.57809E-8
363.12305,-41.07757,-1.48039E-8,2.62270E-9,-1.74266E-8
363.77051,-42.08527,-1.53640E-8,2.69729E-9,-1.80613E-8
364.41406,-43.07374,-1.51487E-8,2.59064E-9,-1.77394E-8
365.05957,-44.07886,-1.60131E-8,2.68392E-9,-1.86970E-8
365.70020,-45.08642,-1.63909E-8,2.63825E-9,-1.90291E-8
366.34180,-46.07251,-1.64258E-8,2.68655E-9,-1.91124E-8
366.98633,-47.07900,-1.70078E-8,2.77013E-9,-1.97780E-8
367.62988,-48.08650,-1.75325E-8,2.55204E-9,-2.00845E-8
368.27539,-49.07421,-1.78929E-8,2.68279E-9,-2.05757E-8
368.91992,-50.08052,-1.78732E-8,2.70553E-9,-2.05787E-8
369.56055,-51.08379,-1.83091E-8,2.69308E-9,-2.10022E-8
370.20313,-52.07401,-1.89730E-8,2.65813E-9,-2.16312E-8
370.84473,-53.07693,-1.93441E-8,-1.84226E-9,-1.75018E-8
371.89941,-54.08526,-1.97815E-8,-1.85171E-9,-1.79298E-8
372.54297,-55.07295,-1.96617E-8,-1.67197E-9,-1.79898E-8
373.18750,-56.07933,-2.04179E-8,-1.82333E-9,-1.85946E-8
373.83008,-57.08986,-2.08275E-8,-1.77603E-9,-1.90515E-8
374.47168,-58.07283,-2.10019E-8,-1.80441E-9,-1.91975E-8
375.11523,-59.07937,-2.11934E-8,-1.81387E-9,-1.93795E-8
375.75977,-60.08521,-2.16567E-8,-1.66088E-9,-1.99959E-8
376.40039,-61.07009,-2.15985E-8,1.16589E-9,-2.27644E-8
377.04199,-62.07751,-2.22431E-8,1.36371E-9,-2.36068E-8
378.51367,-63.08459,-2.29021E-8,2.59310E-9,-2.54952E-8
379.15332,-64.07251,-2.31223E-8,2.67012E-9,-2.57924E-8
379.79688,-65.07561,-2.34556E-8,2.53121E-9,-2.59868E-8
380.43848,-66.08462,-2.41853E-8,2.61060E-9,-2.67959E-8
381.08105,-67.07164,-2.41777E-8,2.65943E-9,-2.68371E-8
381.72363,-68.07533,-2.43338E-8,2.57135E-9,-2.69052E-8
382.36523,-69.08257,-2.51134E-8,2.61703E-9,-2.77304E-8
383.00781,-70.06857,-2.54501E-8,2.06265E-9,-2.75127E-8
383.65234,-71.07502,-2.57996E-8,-1.92738E-9,-2.38722E-8
384.70996,-72.08162,-2.61040E-8,-1.88008E-9,-2.42239E-8
385.35254,-73.07043,-2.63957E-8,-1.92738E-9,-2.44683E-8
386.00098,-74.07665,-2.67805E-8,-2.05982E-9,-2.47207E-8
386.64453,-75.08250,-2.71273E-8,-1.94630E-9,-2.51810E-8
387.28906,-76.07260,-2.77033E-8,-2.03144E-9,-2.56719E-8
387.93164,-77.07581,-2.75075E-8,1.18878E-9,-2.86963E-8
389.40137,-78.08337,-2.78500E-8,2.35766E-9,-3.02077E-8
390.04492,-79.07205,-2.88407E-8,2.31487E-9,-3.11555E-8
390.68555,-80.07732,-2.91307E-8,2.29583E-9,-3.14266E-8
391.33203,-81.08402,-2.97387E-8,2.23694E-9,-3.19756E-8
391.97559,-82.06965,-2.95970E-8,2.11338E-9,-3.17104E-8
392.62207,-83.07591,-3.03846E-8,7.50760E-10,-3.11353E-8
394.50879,-84.08247,-3.10997E-8,1.58388E-9,-3.26835E-8
395.56348,-85.08923,-3.12021E-8,1.28740E-9,-3.24895E-8
396.20703,-86.07723,-3.29445E-8,5.17667E-10,-3.34622E-8
396.84863,-87.08276,-3.45002E-8,-4.91552E-10,-3.40087E-8
398.62988,-88.08736,-3.73595E-8,-2.75091E-9,-3.46085E-8
399.27441,-89.07349,-4.68240E-8,-1.64653E-8,-3.03587E-8
400.69629,-90.08423,-9.30496E-8,-5.96267E-8,-3.34230E-8
401.33984,-91.10658,-5.86929E-7,-6.16189E-7,2.92604E-8
402.75000,-91.23814,-1.00001E-6,-9.66715E-7,-3.32989E-8
