Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
5525.66211,-2.39585E-5,3.02303E-10,3.03859E-9,-2.73629E-9
5526.73340,-1.00016,4.49359E-11,3.17094E-9,-3.12601E-9
5527.37598,-2.00013,-1.85663E-11,4.55584E-9,-4.57441E-9
5528.01758,-3.00155,-1.14849E-10,-2.97699E-9,2.86214E-9
5528.66504,-4.00138,-1.65787E-10,4.24580E-9,-4.41159E-9
5529.30762,-5.00156,-2.49397E-10,4.29709E-9,-4.54649E-9
5529.95020,-6.00164,-2.89494E-10,3.05573E-9,-3.34523E-9
5531.83203,-7.00146,-3.35284E-10,2.99039E-9,-3.32567E-9
5533.71289,-8.00157,-3.81914E-10,-3.32695E-9,2.94504E-9
5534.35547,-9.00170,-4.40871E-10,3.19741E-9,-3.63828E-9
5538.80566,-10.00139,-4.57158E-10,3.22319E-9,-3.68035E-9
5540.68945,-11.00154,-5.30324E-10,-2.01223E-9,1.48191E-9
5541.33008,-12.00163,-5.92845E-10,3.23792E-9,-3.83076E-9
5543.21484,-13.00138,-6.41109E-10,2.39547E-9,-3.03658E-9
5543.86133,-14.00146,-7.10463E-10,3.01990E-9,-3.73036E-9
5545.74805,-15.00129,-7.52047E-10,3.67632E-9,-4.42837E-9
5546.39258,-16.00135,-8.13282E-10,3.10319E-9,-3.91647E-9
5548.27148,-17.00139,-8.52238E-10,-2.57028E-9,1.71804E-9
5548.91797,-18.00109,-9.30155E-10,3.22332E-9,-4.15348E-9
5550.80469,-19.00116,-9.66490E-10,2.43330E-9,-3.39979E-9
5551.44629,-20.00128,-1.04386E-9,3.11455E-9,-4.15841E-9
5553.33105,-21.00098,-1.09638E-9,2.66027E-9,-3.75665E-9
5553.97461,-22.07052,-8.54911E-10,-3.15669E-9,2.30178E-9
5554.61816,-23.07419,-9.79758E-10,4.27408E-9,-5.25384E-9
5555.26074,-24.06342,-1.31707E-9,-3.35532E-9,2.03826E-9
5555.90039,-25.06949,-1.03876E-9,3.11654E-9,-4.15531E-9
5557.78223,-26.07762,-1.34493E-9,3.04830E-9,-4.39323E-9
5559.66406,-27.06056,-1.32717E-9,2.17792E-9,-3.50509E-9
5560.30859,-28.06952,-1.60918E-9,-3.54449E-9,1.93531E-9
