Timestamp (s),Voltage (V),SourceMeter Total Current (A), Pad PicoAmmeter Current (A), GR Calculated Current (A)
BEGIN
852.78613,-2.16808E-5,1.81341E-10,1.42011E-9,-1.23877E-9
855.10449,-1.00017,-5.82897E-10,-1.27450E-9,6.91607E-10
856.15918,-2.00014,-1.02783E-9,-1.36910E-9,3.41274E-10
856.80469,-3.00170,-1.49370E-9,-1.54884E-9,5.51412E-11
857.44629,-4.00155,-1.93630E-9,-1.51100E-9,-4.25299E-10
858.08789,-5.00170,-2.37242E-9,-1.45424E-9,-9.18178E-10
858.72656,-6.00179,-2.78765E-9,-1.52992E-9,-1.25773E-9
859.36719,-7.00160,-3.20401E-9,-1.59614E-9,-1.60787E-9
860.00879,-8.00167,-3.61444E-9,-1.57722E-9,-2.03722E-9
860.65332,-9.00178,-4.00982E-9,-1.56776E-9,-2.44206E-9
861.29688,-10.00155,-4.43803E-9,-1.41640E-9,-3.02163E-9
861.93945,-11.00164,-4.87132E-9,-1.65289E-9,-3.21842E-9
862.57813,-12.00174,-5.35713E-9,-1.72857E-9,-3.62856E-9
863.21680,-13.00148,-5.75018E-9,-1.51100E-9,-4.23919E-9
863.86035,-14.00160,-6.17838E-9,-1.75695E-9,-4.42143E-9
864.50293,-15.00139,-6.61040E-9,-1.69073E-9,-4.91967E-9
865.14844,-16.00144,-7.08460E-9,-1.72857E-9,-5.35603E-9
865.79297,-17.00153,-7.52249E-9,-1.69073E-9,-5.83176E-9
866.43750,-18.00121,-7.86845E-9,-1.77587E-9,-6.09257E-9
867.08105,-19.00128,-8.30764E-9,-1.70965E-9,-6.59799E-9
867.72266,-20.00138,-8.71716E-9,-1.70019E-9,-7.01696E-9
868.36621,-21.00108,-9.13869E-9,-1.72857E-9,-7.41012E-9
869.00879,-22.07676,-9.42344E-9,-1.64343E-9,-7.78000E-9
869.65137,-23.07991,-1.02706E-8,-1.77587E-9,-8.49476E-9
870.29492,-24.06976,-1.01497E-8,-1.48677E-9,-8.66294E-9
870.93652,-25.07728,-1.05309E-8,5.73336E-10,-1.11042E-8
871.58691,-26.08259,-1.12853E-8,-1.15114E-9,-1.01342E-8
872.23340,-27.06690,-1.14165E-8,5.07141E-10,-1.19236E-8
872.88281,-28.07650,-1.21389E-8,9.41512E-10,-1.30804E-8
873.53125,-29.08131,-1.24918E-8,2.02749E-9,-1.45193E-8
874.17578,-30.06861,-1.27600E-8,1.63540E-9,-1.43954E-8
875.64746,-31.07475,-1.29695E-8,2.61224E-9,-1.55817E-8
876.29004,-32.07855,-1.33294E-8,2.70315E-9,-1.60325E-8
876.93262,-33.06803,-1.42685E-8,2.85243E-9,-1.71209E-8
877.57520,-34.07678,-1.46517E-8,2.71308E-9,-1.73647E-8
878.21680,-35.07993,-1.50760E-8,2.83154E-9,-1.79076E-8
878.85938,-36.06892,-1.49452E-8,2.43542E-9,-1.73806E-8
879.50195,-37.07394,-1.56119E-8,-1.74748E-9,-1.38644E-8
880.55664,-38.08176,-1.59818E-8,-2.00290E-9,-1.39789E-8
881.19922,-39.08854,-1.59291E-8,-1.87047E-9,-1.40586E-8
881.84180,-40.07678,-1.65259E-8,-1.91777E-9,-1.46081E-8
882.48438,-41.07965,-1.75464E-8,2.08613E-9,-1.96325E-8
883.12500,-42.08678,-1.77185E-8,1.56799E-9,-1.92865E-8
884.59082,-43.07655,-1.77983E-8,2.74865E-9,-2.05469E-8
885.23633,-44.08311,-1.82218E-8,2.81634E-9,-2.10382E-8
885.88184,-45.08823,-1.80483E-8,2.79884E-9,-2.08472E-8
886.52441,-46.07504,-1.88884E-8,2.85583E-9,-2.17443E-8
887.16602,-47.08062,-1.94099E-8,2.89602E-9,-2.23060E-8
887.80957,-48.08732,-1.94018E-8,2.65294E-9,-2.20547E-8
888.45313,-49.07518,-1.99197E-8,-1.94614E-9,-1.79735E-8
889.50879,-50.08006,-2.00337E-8,-1.81370E-9,-1.82200E-8
890.15234,-51.08529,-2.04510E-8,1.66640E-9,-2.21174E-8
891.62305,-52.07343,-2.10746E-8,2.83152E-9,-2.39062E-8
892.26563,-53.07725,-2.14202E-8,2.87672E-9,-2.42969E-8
892.90723,-54.08659,-2.14845E-8,2.72017E-9,-2.42047E-8
893.55469,-55.07642,-2.19146E-8,2.79033E-9,-2.47050E-8
894.19727,-56.08019,-2.20749E-8,2.68190E-9,-2.47568E-8
894.83984,-57.08720,-2.28937E-8,-2.03128E-9,-2.08625E-8
895.89844,-58.07467,-2.27961E-8,-1.95560E-9,-2.08405E-8
896.54004,-59.08088,-2.34214E-8,1.81459E-9,-2.52360E-8
898.00781,-60.08558,-2.34168E-8,2.78567E-9,-2.62025E-8
898.65332,-61.07204,-2.40035E-8,2.78760E-9,-2.67911E-8
899.29590,-62.07903,-2.45556E-8,2.84635E-9,-2.74019E-8
899.93945,-63.08477,-2.47591E-8,2.58246E-9,-2.73416E-8
900.58594,-64.07368,-2.54179E-8,2.19807E-9,-2.76159E-8
901.22949,-65.07629,-2.56339E-8,-2.02178E-9,-2.36121E-8
901.87500,-66.08487,-2.58866E-8,-2.16365E-9,-2.37230E-8
902.51953,-67.07243,-2.64868E-8,-2.16365E-9,-2.43232E-8
903.16602,-68.07761,-2.71156E-8,-2.01312E-9,-2.51025E-8
904.22168,-69.08466,-2.75606E-8,4.89134E-10,-2.80498E-8
904.86621,-70.06934,-2.77661E-8,1.56965E-9,-2.93358E-8
906.33594,-71.07785,-2.83340E-8,2.76127E-9,-3.10953E-8
906.97949,-72.08250,-2.81935E-8,2.83176E-9,-3.10253E-8
907.62012,-73.07262,-2.89136E-8,2.70832E-9,-3.16219E-8
908.26465,-74.07627,-2.89038E-8,2.75575E-9,-3.16595E-8
908.90527,-75.08350,-2.91972E-8,1.53992E-9,-3.07372E-8
