Timestamp (s),Voltage (V), Capacitance (F), Resistance (Ohms), Total Current (A)
6134.95996,0.21100,0.00000,0.00000,7.35010E-5
6135.26563,-1.62340,4.22870E-10,430244.00000,6.94958E-5
6135.91016,-2.30194,3.77511E-10,555960.00000,6.95250E-5
6136.55371,-3.33950,3.55142E-10,624775.00000,5.91460E-5
6137.19922,-4.33587,3.32180E-10,712367.00000,5.90494E-5
6137.84180,-5.33513,3.14580E-10,788451.00000,5.90769E-5
6138.48438,-6.33622,3.00167E-10,860152.00000,5.92158E-5
6139.12695,-7.33617,2.87919E-10,929150.00000,5.91925E-5
6139.77441,-8.33770,2.77236E-10,999366.00000,5.91367E-5
6140.41699,-9.33463,2.67627E-10,1.07104E+6,5.92547E-5
6141.05859,-10.33670,2.58793E-10,1.14286E+6,5.92605E-5
6141.69824,-11.33866,2.50510E-10,1.22160E+6,5.90915E-5
6142.34473,-12.34105,2.42530E-10,1.30143E+6,5.91456E-5
6142.98926,-13.34027,2.34743E-10,1.38462E+6,5.91838E-5
6143.64063,-14.34127,2.27051E-10,1.49068E+6,5.91898E-5
6144.28613,-15.34516,2.19223E-10,1.60013E+6,5.91579E-5
6144.92773,-16.34138,2.10935E-10,1.73352E+6,5.91525E-5
6145.57031,-17.34429,2.01926E-10,1.90911E+6,5.91961E-5
6146.21191,-18.34363,1.91394E-10,2.15819E+6,5.93258E-5
6146.85840,-19.34109,1.78026E-10,2.54979E+6,5.92095E-5
6147.49805,-20.34434,1.53891E-10,2.67722E+6,5.92320E-5
6148.14844,-21.34458,8.49352E-11,4.07470E+6,5.92877E-5
6148.83789,-22.06207,2.86980E-11,5.15666E+6,6.00707E-5
6149.50684,-23.06021,9.92440E-12,-2.85125E+8,5.98314E-5
6150.15820,-24.05308,9.80582E-12,-6.97628E+8,6.00187E-5
6150.81152,-25.04212,9.80609E-12,-4.57993E+8,5.99169E-5
6151.45605,-26.06735,9.79802E-12,-2.51551E+8,5.99148E-5
6152.10449,-27.05323,9.77152E-12,-4.43555E+8,5.99823E-5
6152.74707,-28.05859,9.76802E-12,4.22646E+8,6.00076E-5
6153.39844,-29.06231,9.76049E-12,2.64907E+9,5.99394E-5
6154.04102,-30.05982,9.73380E-12,-1.18821E+9,6.01158E-5
6154.69336,-31.06633,9.71133E-12,-3.09100E+8,5.99643E-5
6155.33594,-32.05725,9.71771E-12,-1.10531E+9,5.99419E-5
6155.97656,-33.04072,9.74034E-12,-4.49179E+8,6.00273E-5
6156.61914,-34.04992,9.76955E-12,-5.52031E+8,5.99555E-5
6157.26074,-35.05980,9.72164E-12,-2.38710E+8,6.00093E-5
6157.91504,-36.05413,9.68909E-12,4.48485E+8,6.00304E-5
6158.55957,-37.04766,9.74006E-12,-1.21119E+9,5.99720E-5
6159.20215,-38.05700,9.71420E-12,-6.99824E+8,5.99766E-5
6159.84473,-39.06699,9.77751E-12,-2.17014E+9,6.00210E-5
6160.48828,-40.06754,9.65843E-12,-3.71279E+8,6.01398E-5
6161.14063,-41.05792,9.66051E-12,-4.02275E+8,6.00930E-5
6161.78906,-42.07412,9.70977E-12,-3.52209E+8,6.00746E-5
6162.43164,-43.05905,9.67642E-12,-3.30259E+8,6.01269E-5
6163.08203,-44.06751,9.69735E-12,-3.28316E+8,6.02500E-5
6163.72852,-45.05962,9.68968E-12,-7.53753E+8,6.00246E-5
6164.37109,-46.05416,9.68164E-12,-2.69887E+8,6.01034E-5
6165.02051,-47.06370,9.68856E-12,-3.09600E+8,6.01095E-5
6165.65918,-48.06748,9.70287E-12,-2.24756E+8,6.02042E-5
6166.29883,-49.06342,9.68295E-12,-1.59154E+8,6.02702E-5
6166.94727,-50.06147,9.67522E-12,-2.27579E+8,6.02269E-5
6167.59570,-51.06960,9.63991E-12,-1.35091E+9,6.01351E-5
6168.23633,-52.05748,9.68409E-12,-2.76971E+8,6.01495E-5
6168.88672,-53.07880,9.64794E-12,-6.46476E+8,6.02317E-5
6169.52832,-54.07189,9.71190E-12,-1.09219E+9,6.02174E-5
6170.16992,-55.06017,9.69341E-12,-1.50628E+9,6.03202E-5
6170.81152,-56.06124,9.66250E-12,-2.80298E+8,6.02242E-5
6171.45215,-57.06947,9.67603E-12,-1.71416E+8,6.01940E-5
6172.09668,-58.05294,9.69173E-12,-1.00536E+9,6.01116E-5
6172.74316,-59.06917,9.67912E-12,-3.50489E+9,6.03692E-5
6173.38477,-60.05633,9.63938E-12,-1.27414E+10,6.02271E-5
6174.03613,-61.07085,9.67920E-12,-1.02027E+9,6.02837E-5
6174.67773,-62.06625,9.67501E-12,-4.29940E+8,6.02346E-5
6175.32031,-63.06633,9.67473E-12,-1.73241E+8,6.02625E-5
6175.96094,-64.07138,9.65716E-12,-1.08858E+10,6.03473E-5
6176.60059,-65.06731,9.64973E-12,-5.61719E+8,6.01427E-5
6177.24219,-66.06437,9.60028E-12,-6.08298E+8,6.03497E-5
6177.88379,-67.05415,9.60455E-12,4.14834E+8,6.02644E-5
6178.52441,-68.04929,9.66013E-12,1.22013E+9,6.02549E-5
6179.17480,-69.07602,9.63589E-12,-6.04782E+8,6.02724E-5
6179.81641,-70.05139,9.66118E-12,-3.63419E+8,6.03346E-5
6180.46875,-71.06210,9.66177E-12,-4.52506E+8,6.04185E-5
6181.11328,-72.06275,9.61953E-12,-3.81060E+8,6.04143E-5
6181.76660,-73.05480,9.65104E-12,-1.93323E+9,6.04086E-5
6182.41406,-74.06336,9.64853E-12,-9.35415E+8,6.03457E-5
6183.05469,-75.06566,9.64920E-12,3.65309E+9,6.01972E-5
6183.69727,-76.05244,9.56282E-12,-2.14625E+8,6.02943E-5
6184.33691,-77.06859,9.62677E-12,-6.80419E+8,6.03426E-5
6184.98145,-78.07654,9.59624E-12,-3.86033E+8,6.03037E-5
6185.62793,-79.06122,9.61193E-12,-1.07380E+9,6.03747E-5
6186.27832,-80.05344,9.61414E-12,-6.72999E+8,6.03084E-5
6186.92285,-81.06692,9.66209E-12,-1.10305E+9,6.04320E-5
6187.57227,-82.04248,9.64068E-12,-1.69290E+8,6.03027E-5
6188.21387,-83.05396,9.63167E-12,-6.10541E+8,6.03289E-5
6188.85352,-84.07299,9.62176E-12,-7.39657E+8,6.02406E-5
6189.50586,-85.08632,9.59613E-12,-6.27156E+8,6.04105E-5
6190.15820,-86.05180,9.61823E-12,2.82305E+9,6.04462E-5
6190.80566,-87.07298,9.62749E-12,-1.30676E+9,6.04118E-5
6191.44824,-88.06137,9.60819E-12,-1.34703E+9,6.04549E-5
6192.08984,-89.05682,9.61193E-12,-6.93552E+8,6.03843E-5
6192.73340,-90.05991,9.61191E-12,5.66762E+8,6.04237E-5
6193.38770,-91.07817,9.62065E-12,-3.80348E+8,6.04187E-5
6194.03418,-92.06369,9.64211E-12,-5.74597E+8,6.04343E-5
6194.68750,-93.06823,9.60391E-12,-2.11886E+8,6.03586E-5
6195.33203,-94.06329,9.62027E-12,-9.84562E+8,6.02802E-5
6195.97559,-95.06351,9.62024E-12,-7.65525E+8,6.02926E-5
6196.61719,-96.06648,9.63878E-12,-3.22804E+8,6.02701E-5
6197.26074,-97.07483,9.62204E-12,-1.51424E+9,6.04437E-5
6197.91113,-98.06007,9.59623E-12,-2.34977E+8,6.03383E-5
6198.55371,-99.05953,9.62221E-12,-4.08965E+8,6.03453E-5
6199.20508,-100.06018,9.65081E-12,-3.80161E+8,6.03582E-5
6199.84766,-101.05119,9.62707E-12,-7.50812E+8,6.04262E-5
6200.48926,-102.06978,9.60798E-12,-2.95883E+8,6.05089E-5
6201.13086,-103.07147,9.66736E-12,-3.15297E+8,6.04513E-5
6201.77344,-104.06383,9.61351E-12,-2.61606E+8,6.05279E-5
6202.41309,-105.05247,9.62714E-12,-1.16634E+9,6.04422E-5
6203.06738,-106.07717,9.59806E-12,-5.52665E+8,6.03876E-5
6203.71289,-107.04822,9.63238E-12,-2.70689E+8,6.03634E-5
6204.35938,-108.04964,9.61572E-12,-4.87641E+8,6.04752E-5
6205.00293,-109.06410,9.61257E-12,-2.97795E+8,6.03379E-5
6205.65234,-110.04800,9.64125E-12,-2.90606E+9,6.04159E-5
6206.29883,-111.06174,9.60647E-12,9.97926E+8,6.04067E-5
6206.94629,-112.06925,9.61451E-12,1.21950E+9,6.04250E-5
6207.58691,-113.05230,9.60616E-12,1.37722E+8,6.03703E-5
6208.23926,-114.06640,9.64546E-12,6.12520E+7,6.03567E-5
6208.88184,-115.07526,9.69897E-12,1.51583E+7,6.04703E-5
6209.53516,-116.05956,1.62764E-11,1.00799E+6,5.97352E-5
6210.21875,-117.00824,-1.98898E-10,15975.20000,-5.63967E-5
6210.92480,-116.97365,-6.82321E-11,6615.97000,-6.35412E-5
6211.62207,-116.94814,-2.85370E-11,6692.46000,-6.92545E-5
6212.29883,-116.90329,1.76007E-11,7017.52000,-7.44152E-5
